ensembl_gene_symbol	ensembl_gene_id	ensembl_transcript_id	hgnc_symbol	hgnc_id	refseq_gene_symbol	ncbi_gene_id	oncogene	tsgene	data_source
CSF3R	ENSG00000119535.18	ENST00000373106.6	CSF3R	HGNC:2439	CSF3R	1441	NA	NA	oncovar
CSMD3	ENSG00000164796.18	ENST00000297405.10	CSMD3	HGNC:19291	CSMD3	114788	NA	NA	oncovar
CTCF	ENSG00000102974.16	ENST00000264010.10	CTCF	HGNC:13723	CTCF	10664	NA	NA	oncovar
CTNNB1	ENSG00000168036.18	ENST00000349496.11	CTNNB1	HGNC:2514	CTNNB1	1499	NA	NA	oncovar
CTNND1	ENSG00000198561.16	ENST00000399050.10	CTNND1	HGNC:2515	CTNND1	1500	NA	NA	oncovar
CTNND2	ENSG00000169862.20	ENST00000304623.13	CTNND2	HGNC:2516	CTNND2	1501	NA	NA	oncovar
CUL3	ENSG00000036257.14	ENST00000264414.9	CUL3	HGNC:2553	CUL3	8452	NA	NA	oncovar
CUX1	ENSG00000257923.12	ENST00000292535.12	CUX1	HGNC:2557	CUX1	1523	NA	NA	oncovar
CXCR4	ENSG00000121966.7	ENST00000241393.4	CXCR4	HGNC:2561	CXCR4	7852	NA	NA	oncovar
CYLD	ENSG00000083799.18	ENST00000427738.8	CYLD	HGNC:2584	CYLD	1540	NA	NA	oncovar
CYSLTR2	ENSG00000152207.8	ENST00000682523.1	CYSLTR2	HGNC:18274	CYSLTR2	57105	NA	NA	oncovar
DAXX	ENSG00000204209.13	ENST00000374542.10	DAXX	HGNC:2681	DAXX	1616	NA	NA	oncovar
DCTN1	ENSG00000204843.13	ENST00000628224.3	DCTN1	HGNC:2711	DCTN1	1639	NA	NA	oncovar
DDB2	ENSG00000134574.12	ENST00000256996.9	DDB2	HGNC:2718	DDB2	1643	NA	NA	oncovar
DDIT3	ENSG00000175197.13	ENST00000346473.8	DDIT3	HGNC:2726	DDIT3	1649	NA	NA	oncovar
DDR2	ENSG00000162733.19	ENST00000367921.8	DDR2	HGNC:2731	DDR2	4921	NA	NA	oncovar
DDX10	ENSG00000178105.12	ENST00000322536.8	DDX10	HGNC:2735	DDX10	1662	NA	NA	oncovar
DDX3X	ENSG00000215301.11	ENST00000644876.2	DDX3X	HGNC:2745	DDX3X	1654	NA	NA	oncovar
DDX5	ENSG00000108654.16	ENST00000225792.10	DDX5	HGNC:2746	DDX5	1655	NA	NA	oncovar
DDX6	ENSG00000110367.14	ENST00000534980.7	DDX6	HGNC:2747	DDX6	1656	NA	NA	oncovar
DEK	ENSG00000124795.17	ENST00000652689.1	DEK	HGNC:2768	DEK	7913	NA	NA	oncovar
DICER1	ENSG00000100697.15	ENST00000343455.8	DICER1	HGNC:17098	DICER1	23405	NA	NA	oncovar
DIS3	ENSG00000083520.15	ENST00000377767.9	DIS3	HGNC:20604	DIS3	22894	NA	NA	oncovar
DNAJB1	ENSG00000132002.9	ENST00000254322.3	DNAJB1	HGNC:5270	DNAJB1	3337	NA	NA	oncovar
DNM2	ENSG00000079805.19	ENST00000389253.9	DNM2	HGNC:2974	DNM2	1785	NA	NA	oncovar
DNMT3A	ENSG00000119772.19	ENST00000321117.10	DNMT3A	HGNC:2978	DNMT3A	1788	NA	NA	oncovar
DOT1L	ENSG00000104885.19	ENST00000398665.8	DOT1L	HGNC:24948	DOT1L	84444	NA	NA	oncovar
DROSHA	ENSG00000113360.17	ENST00000344624.8	DROSHA	HGNC:17904	DROSHA	29102	NA	NA	oncovar
DTX1	ENSG00000135144.8	ENST00000548759.2	DTX1	HGNC:3060	DTX1	1840	NA	NA	oncovar
DYRK1A	ENSG00000157540.22	ENST00000647188.2	DYRK1A	HGNC:3091	DYRK1A	1859	NA	NA	oncovar
EBF1	ENSG00000164330.17	ENST00000313708.11	EBF1	HGNC:3126	EBF1	1879	NA	NA	oncovar
ECT2L	ENSG00000203734.13	ENST00000541398.7	ECT2L	HGNC:21118	ECT2L	345930	NA	NA	oncovar
EED	ENSG00000074266.22	ENST00000263360.11	EED	HGNC:3188	EED	8726	NA	NA	oncovar
EEF1A1	ENSG00000156508.19	ENST00000309268.11	EEF1A1	HGNC:3189	EEF1A1	1915	NA	NA	oncovar
EGFR	ENSG00000146648.20	ENST00000275493.7	EGFR	HGNC:3236	EGFR	1956	NA	NA	oncovar
EIF1AX	ENSG00000173674.11	ENST00000379607.10	EIF1AX	HGNC:3250	EIF1AX	1964	NA	NA	oncovar
EIF3E	ENSG00000104408.11	ENST00000220849.10	EIF3E	HGNC:3277	EIF3E	3646	NA	NA	oncovar
EIF4A2	ENSG00000156976.17	ENST00000323963.10	EIF4A2	HGNC:3284	EIF4A2	1974	NA	NA	oncovar
EIF5B	ENSG00000158417.11	ENST00000289371.11	EIF5B	HGNC:30793	EIF5B	9669	NA	NA	oncovar
ELF3	ENSG00000163435.16	ENST00000367284.10	ELF3	HGNC:3318	ELF3	1999	NA	NA	oncovar
ELF4	ENSG00000102034.18	ENST00000308167.10	ELF4	HGNC:3319	ELF4	2000	NA	NA	oncovar
ELK4	ENSG00000158711.14	ENST00000357992.9	ELK4	HGNC:3326	ELK4	2005	NA	NA	oncovar
ELL	ENSG00000105656.13	ENST00000262809.9	ELL	HGNC:23114	ELL	8178	NA	NA	oncovar
ELN	ENSG00000049540.19	ENST00000252034.12	ELN	HGNC:3327	ELN	2006	NA	NA	oncovar
EMG1	ENSG00000126749.16	ENST00000599672.6	EMG1	HGNC:16912	EMG1	10436	NA	NA	oncovar
EML4	ENSG00000143924.19	ENST00000318522.10	EML4	HGNC:1316	EML4	27436	NA	NA	oncovar
EP300	ENSG00000100393.14	ENST00000263253.9	EP300	HGNC:3373	EP300	2033	NA	NA	oncovar
EPAS1	ENSG00000116016.14	ENST00000263734.5	EPAS1	HGNC:3374	EPAS1	2034	NA	NA	oncovar
EPHA3	ENSG00000044524.11	ENST00000336596.7	EPHA3	HGNC:3387	EPHA3	2042	NA	NA	oncovar
EPHA5	ENSG00000145242.14	ENST00000613740.5	EPHA5	HGNC:3389	EPHA5	2044	NA	NA	oncovar
EPHA7	ENSG00000135333.15	ENST00000369303.9	EPHA7	HGNC:3390	EPHA7	2045	NA	NA	oncovar
EPS15	ENSG00000085832.17	ENST00000371733.8	EPS15	HGNC:3419	EPS15	2060	NA	NA	oncovar
ERBB2	ENSG00000141736.14	ENST00000269571.10	ERBB2	HGNC:3430	ERBB2	2064	NA	NA	oncovar
ERBB3	ENSG00000065361.17	ENST00000267101.8	ERBB3	HGNC:3431	ERBB3	2065	NA	NA	oncovar
ERBB4	ENSG00000178568.15	ENST00000342788.9	ERBB4	HGNC:3432	ERBB4	2066	NA	NA	oncovar
ERC1	ENSG00000082805.21	ENST00000360905.9	ERC1	HGNC:17072	ERC1	23085	NA	NA	oncovar
ERCC2	ENSG00000104884.17	ENST00000391945.10	ERCC2	HGNC:3434	ERCC2	2068	NA	NA	oncovar
ERCC3	ENSG00000163161.14	ENST00000285398.7	ERCC3	HGNC:3435	ERCC3	2071	NA	NA	oncovar
ERCC4	ENSG00000175595.16	ENST00000311895.8	ERCC4	HGNC:3436	ERCC4	2072	NA	NA	oncovar
ERCC5	ENSG00000134899.24	ENST00000652225.2	ERCC5	HGNC:3437	ERCC5	2073	NA	NA	oncovar
ERF	ENSG00000105722.10	ENST00000222329.9	ERF	HGNC:3444	ERF	2077	NA	NA	oncovar
ERG	ENSG00000157554.20	ENST00000288319.12	ERG	HGNC:3446	ERG	2078	NA	NA	oncovar
ERRFI1	ENSG00000116285.13	ENST00000377482.10	ERRFI1	HGNC:18185	ERRFI1	54206	NA	NA	oncovar
ESR1	ENSG00000091831.25	ENST00000206249.8	ESR1	HGNC:3467	ESR1	2099	NA	NA	oncovar
ETNK1	ENSG00000139163.16	ENST00000266517.9	ETNK1	HGNC:24649	ETNK1	55500	NA	NA	oncovar
ETV1	ENSG00000006468.14	ENST00000430479.6	ETV1	HGNC:3490	ETV1	2115	NA	NA	oncovar
ETV4	ENSG00000175832.13	ENST00000319349.10	ETV4	HGNC:3493	ETV4	2118	NA	NA	oncovar
ETV5	ENSG00000244405.8	ENST00000306376.10	ETV5	HGNC:3494	ETV5	2119	NA	NA	oncovar
ETV6	ENSG00000139083.11	ENST00000396373.9	ETV6	HGNC:3495	ETV6	2120	NA	NA	oncovar
EWSR1	ENSG00000182944.18	ENST00000397938.7	EWSR1	HGNC:3508	EWSR1	2130	NA	NA	oncovar
EXT1	ENSG00000182197.13	ENST00000378204.7	EXT1	HGNC:3512	EXT1	2131	NA	NA	oncovar
EXT2	ENSG00000151348.16	ENST00000533608.7	EXT2	HGNC:3513	EXT2	2132	NA	NA	oncovar
EZH2	ENSG00000106462.12	ENST00000320356.7	EZH2	HGNC:3527	EZH2	2146	NA	NA	oncovar
EZR	ENSG00000092820.19	ENST00000367075.4	EZR	HGNC:12691	EZR	7430	NA	NA	oncovar
FAM135B	ENSG00000147724.12	ENST00000395297.6	FAM135B	HGNC:28029	FAM135B	51059	NA	NA	oncovar
FANCA	ENSG00000187741.15	ENST00000389301.8	FANCA	HGNC:3582	FANCA	2175	NA	NA	oncovar
FANCC	ENSG00000158169.13	ENST00000289081.8	FANCC	HGNC:3584	FANCC	2176	NA	NA	oncovar
FANCD2	ENSG00000144554.13	ENST00000675286.1	FANCD2	HGNC:3585	FANCD2	2177	NA	NA	oncovar
FANCE	ENSG00000112039.5	ENST00000229769.3	FANCE	HGNC:3586	FANCE	2178	NA	NA	oncovar
FANCF	ENSG00000183161.6	ENST00000327470.6	FANCF	HGNC:3587	FANCF	2188	NA	NA	oncovar
FANCG	ENSG00000221829.10	ENST00000378643.8	FANCG	HGNC:3588	FANCG	2189	NA	NA	oncovar
FAS	ENSG00000026103.23	ENST00000652046.1	FAS	HGNC:11920	FAS	355	NA	NA	oncovar
FAT1	ENSG00000083857.15	ENST00000441802.7	FAT1	HGNC:3595	FAT1	2195	NA	NA	oncovar
FAT3	ENSG00000165323.16	ENST00000525166.6	FAT3	HGNC:23112	FAT3	120114	NA	NA	oncovar
FAT4	ENSG00000196159.14	ENST00000394329.9	FAT4	HGNC:23109	FAT4	79633	NA	NA	oncovar
FBXO11	ENSG00000138081.22	ENST00000403359.8	FBXO11	HGNC:13590	FBXO11	80204	NA	NA	oncovar
FBXW7	ENSG00000109670.16	ENST00000281708.10	FBXW7	HGNC:16712	FBXW7	55294	NA	NA	oncovar
FCGR2B	ENSG00000072694.22	ENST00000358671.10	FCGR2B	HGNC:3618	FCGR2B	2213	NA	NA	oncovar
FCRL4	ENSG00000163518.11	ENST00000271532.2	FCRL4	HGNC:18507	FCRL4	83417	NA	NA	oncovar
FES	ENSG00000182511.12	ENST00000328850.8	FES	HGNC:3657	FES	2242	NA	NA	oncovar
FEV	ENSG00000163497.3	ENST00000295727.2	FEV	HGNC:18562	FEV	54738	NA	NA	oncovar
FGFR1	ENSG00000077782.22	ENST00000447712.7	FGFR1	HGNC:3688	FGFR1	2260	NA	NA	oncovar
FGFR2	ENSG00000066468.24	ENST00000358487.10	FGFR2	HGNC:3689	FGFR2	2263	NA	NA	oncovar
FGFR3	ENSG00000068078.20	ENST00000440486.8	FGFR3	HGNC:3690	FGFR3	2261	NA	NA	oncovar
FGFR4	ENSG00000160867.15	ENST00000292408.9	FGFR4	HGNC:3691	FGFR4	2264	NA	NA	oncovar
FH	ENSG00000091483.8	ENST00000366560.4	FH	HGNC:3700	FH	2271	NA	NA	oncovar
FHIT	ENSG00000189283.10	ENST00000492590.6	FHIT	HGNC:3701	FHIT	2272	NA	NA	oncovar
FIP1L1	ENSG00000145216.16	ENST00000337488.11	FIP1L1	HGNC:19124	FIP1L1	81608	NA	NA	oncovar
FLCN	ENSG00000154803.13	ENST00000285071.9	FLCN	HGNC:27310	FLCN	201163	NA	NA	oncovar
FLI1	ENSG00000151702.17	ENST00000527786.7	FLI1	HGNC:3749	FLI1	2313	NA	NA	oncovar
FLT3	ENSG00000122025.15	ENST00000241453.12	FLT3	HGNC:3765	FLT3	2322	NA	NA	oncovar
FLT4	ENSG00000037280.16	ENST00000261937.11	FLT4	HGNC:3767	FLT4	2324	NA	NA	oncovar
FNBP1	ENSG00000187239.17	ENST00000446176.7	FNBP1	HGNC:17069	FNBP1	23048	NA	NA	oncovar
FOXA1	ENSG00000129514.8	ENST00000250448.5	FOXA1	HGNC:5021	FOXA1	3169	NA	NA	oncovar
FOXL2	ENSG00000183770.7	ENST00000648323.1	FOXL2	HGNC:1092	FOXL2	668	NA	NA	oncovar
FOXO1	ENSG00000150907.10	ENST00000379561.6	FOXO1	HGNC:3819	FOXO1	2308	NA	NA	oncovar
FOXO3	ENSG00000118689.15	ENST00000406360.2	FOXO3	HGNC:3821	FOXO3	2309	NA	NA	oncovar
FOXO4	ENSG00000184481.17	ENST00000374259.8	FOXO4	HGNC:7139	FOXO4	4303	NA	NA	oncovar
FOXP1	ENSG00000114861.24	ENST00000649528.3	FOXP1	HGNC:3823	FOXP1	27086	NA	NA	oncovar
FRG1	ENSG00000109536.12	ENST00000226798.9	FRG1	HGNC:3954	FRG1	2483	NA	NA	oncovar
FSTL3	ENSG00000070404.10	ENST00000166139.9	FSTL3	HGNC:3973	FSTL3	10272	NA	NA	oncovar
FUBP1	ENSG00000162613.17	ENST00000370768.7	FUBP1	HGNC:4004	FUBP1	8880	NA	NA	oncovar
FUS	ENSG00000089280.19	ENST00000254108.12	FUS	HGNC:4010	FUS	2521	NA	NA	oncovar
GAS7	ENSG00000007237.19	ENST00000432992.7	GAS7	HGNC:4169	GAS7	8522	NA	NA	oncovar
GATA1	ENSG00000102145.15	ENST00000376670.9	GATA1	HGNC:4170	GATA1	2623	NA	NA	oncovar
GATA2	ENSG00000179348.12	ENST00000341105.7	GATA2	HGNC:4171	GATA2	2624	NA	NA	oncovar
GATA3	ENSG00000107485.18	ENST00000379328.9	GATA3	HGNC:4172	GATA3	2625	NA	NA	oncovar
GLI1	ENSG00000111087.10	ENST00000228682.7	GLI1	HGNC:4317	GLI1	2735	NA	NA	oncovar
GMPS	ENSG00000163655.16	ENST00000496455.7	GMPS	HGNC:4378	GMPS	8833	NA	NA	oncovar
GNA11	ENSG00000088256.9	ENST00000078429.9	GNA11	HGNC:4379	GNA11	2767	NA	NA	oncovar
GNA13	ENSG00000120063.10	ENST00000439174.7	GNA13	HGNC:4381	GNA13	10672	NA	NA	oncovar
GNAQ	ENSG00000156052.11	ENST00000286548.9	GNAQ	HGNC:4390	GNAQ	2776	NA	NA	oncovar
GNAS	ENSG00000087460.29	ENST00000371085.8	GNAS	HGNC:4392	GNAS	2778	NA	NA	oncovar
GOLGA5	ENSG00000066455.13	ENST00000163416.7	GOLGA5	HGNC:4428	GOLGA5	9950	NA	NA	oncovar
GOPC	ENSG00000047932.14	ENST00000368498.7	GOPC	HGNC:17643	GOPC	57120	NA	NA	oncovar
GPC3	ENSG00000147257.16	ENST00000370818.8	GPC3	HGNC:4451	GPC3	2719	NA	NA	oncovar
GPHN	ENSG00000171723.16	ENST00000478722.6	GPHN	HGNC:15465	GPHN	10243	NA	NA	oncovar
GPS2	ENSG00000132522.16	ENST00000380728.7	GPS2	HGNC:4550	GPS2	2874	NA	NA	oncovar
GRIN2A	ENSG00000183454.18	ENST00000330684.4	GRIN2A	HGNC:4585	GRIN2A	2903	NA	NA	oncovar
GRM3	ENSG00000198822.11	ENST00000361669.7	GRM3	HGNC:4595	GRM3	2913	NA	NA	oncovar
GTF2I	ENSG00000263001.8	ENST00000573035.6	GTF2I	HGNC:4659	GTF2I	2969	NA	NA	oncovar
H1-2	ENSG00000187837.4	ENST00000343677.4	H1-2	HGNC:4716	H1-2	3006	NA	NA	oncovar
H3-3A	ENSG00000163041.13	ENST00000366815.10	H3-3A	HGNC:4764	H3-3A	3020	NA	NA	oncovar
H3-3B	ENSG00000132475.10	ENST00000254810.8	H3-3B	HGNC:4765	H3-3B	3021	NA	NA	oncovar
H3C2	ENSG00000286522.2	ENST00000621411.3	H3C2	HGNC:4776	H3C2	8358	NA	NA	oncovar
H4C9	ENSG00000276180.2	ENST00000615353.2	H4C9	HGNC:4793	H4C9	8294	NA	NA	oncovar
HERPUD1	ENSG00000051108.15	ENST00000439977.7	HERPUD1	HGNC:13744	HERPUD1	9709	NA	NA	oncovar
HEY1	ENSG00000164683.18	ENST00000354724.8	HEY1	HGNC:4880	HEY1	23462	NA	NA	oncovar
HIF1A	ENSG00000100644.17	ENST00000337138.9	HIF1A	HGNC:4910	HIF1A	3091	NA	NA	oncovar
HIP1	ENSG00000127946.17	ENST00000336926.11	HIP1	HGNC:4913	HIP1	3092	NA	NA	oncovar
HLA-A	ENSG00000206503.13	ENST00000376809.10	HLA-A	HGNC:4931	HLA-A	3105	NA	NA	oncovar
HLA-B	ENSG00000234745.13	ENST00000412585.7	HLA-B	HGNC:4932	HLA-B	3106	NA	NA	oncovar
HLF	ENSG00000108924.14	ENST00000226067.10	HLF	HGNC:4977	HLF	3131	NA	NA	oncovar
HMGA1	ENSG00000137309.20	ENST00000311487.9	HMGA1	HGNC:5010	HMGA1	3159	NA	NA	oncovar
HMGA2	ENSG00000149948.14	ENST00000403681.7	HMGA2	HGNC:5009	HMGA2	8091	NA	NA	oncovar
HNF1A	ENSG00000135100.19	ENST00000257555.11	HNF1A	HGNC:11621	HNF1A	6927	NA	NA	oncovar
HNRNPA2B1	ENSG00000122566.22	ENST00000618183.5	HNRNPA2B1	HGNC:5033	HNRNPA2B1	3181	NA	NA	oncovar
HOOK3	ENSG00000168172.9	ENST00000307602.9	HOOK3	HGNC:23576	HOOK3	84376	NA	NA	oncovar
HOXA11	ENSG00000005073.6	ENST00000006015.4	HOXA11	HGNC:5101	HOXA11	3207	NA	NA	oncovar
HOXA13	ENSG00000106031.9	ENST00000649031.1	HOXA13	HGNC:5102	HOXA13	3209	NA	NA	oncovar
HOXA9	ENSG00000078399.19	ENST00000343483.7	HOXA9	HGNC:5109	HOXA9	3205	NA	NA	oncovar
HOXC11	ENSG00000123388.4	ENST00000546378.1	HOXC11	HGNC:5123	HOXC11	3227	NA	NA	oncovar
HOXC13	ENSG00000123364.5	ENST00000243056.5	HOXC13	HGNC:5125	HOXC13	3229	NA	NA	oncovar
HOXD11	ENSG00000128713.14	ENST00000249504.7	HOXD11	HGNC:5134	HOXD11	3237	NA	NA	oncovar
HOXD13	ENSG00000128714.6	ENST00000392539.4	HOXD13	HGNC:5136	HOXD13	3239	NA	NA	oncovar
HRAS	ENSG00000174775.18	ENST00000311189.8	HRAS	HGNC:5173	HRAS	3265	NA	NA	oncovar
HSP90AA1	ENSG00000080824.19	ENST00000216281.13	HSP90AA1	HGNC:5253	HSP90AA1	3320	NA	NA	oncovar
HSP90AB1	ENSG00000096384.20	ENST00000371646.10	HSP90AB1	HGNC:5258	HSP90AB1	3326	NA	NA	oncovar
ID3	ENSG00000117318.9	ENST00000374561.6	ID3	HGNC:5362	ID3	3399	NA	NA	oncovar
IDH1	ENSG00000138413.14	ENST00000345146.7	IDH1	HGNC:5382	IDH1	3417	NA	NA	oncovar
IDH2	ENSG00000182054.10	ENST00000330062.8	IDH2	HGNC:5383	IDH2	3418	NA	NA	oncovar
IFNGR1	ENSG00000027697.15	ENST00000367739.9	IFNGR1	HGNC:5439	IFNGR1	3459	NA	NA	oncovar
IKBKB	ENSG00000104365.16	ENST00000520810.6	IKBKB	HGNC:5960	IKBKB	3551	NA	NA	oncovar
IKZF1	ENSG00000185811.20	ENST00000331340.8	IKZF1	HGNC:13176	IKZF1	10320	NA	NA	oncovar
IKZF3	ENSG00000161405.17	ENST00000346872.8	IKZF3	HGNC:13178	IKZF3	22806	NA	NA	oncovar
IL2	ENSG00000109471.5	ENST00000226730.5	IL2	HGNC:6001	IL2	3558	NA	NA	oncovar
IL21R	ENSG00000103522.16	ENST00000337929.8	IL21R	HGNC:6006	IL21R	50615	NA	NA	oncovar
IL6ST	ENSG00000134352.20	ENST00000381298.7	IL6ST	HGNC:6021	IL6ST	3572	NA	NA	oncovar
IL7R	ENSG00000168685.15	ENST00000303115.8	IL7R	HGNC:6024	IL7R	3575	NA	NA	oncovar
IRF4	ENSG00000137265.15	ENST00000380956.9	IRF4	HGNC:6119	IRF4	3662	NA	NA	oncovar
IRF8	ENSG00000140968.11	ENST00000268638.10	IRF8	HGNC:5358	IRF8	3394	NA	NA	oncovar
IRS4	ENSG00000133124.12	ENST00000372129.4	IRS4	HGNC:6128	IRS4	8471	NA	NA	oncovar
ITK	ENSG00000113263.13	ENST00000422843.8	ITK	HGNC:6171	ITK	3702	NA	NA	oncovar
JAK1	ENSG00000162434.13	ENST00000342505.5	JAK1	HGNC:6190	JAK1	3716	NA	NA	oncovar
JAK2	ENSG00000096968.14	ENST00000381652.4	JAK2	HGNC:6192	JAK2	3717	NA	NA	oncovar
JAK3	ENSG00000105639.20	ENST00000458235.7	JAK3	HGNC:6193	JAK3	3718	NA	NA	oncovar
JAZF1	ENSG00000153814.13	ENST00000283928.10	JAZF1	HGNC:28917	JAZF1	221895	NA	NA	oncovar
JMJD1C	ENSG00000171988.20	ENST00000399262.7	JMJD1C	HGNC:12313	JMJD1C	221037	NA	NA	oncovar
JUN	ENSG00000177606.8	ENST00000371222.4	JUN	HGNC:6204	JUN	3725	NA	NA	oncovar
KAT6A	ENSG00000083168.11	ENST00000265713.8	KAT6A	HGNC:13013	KAT6A	7994	NA	NA	oncovar
KAT6B	ENSG00000156650.14	ENST00000287239.10	KAT6B	HGNC:17582	KAT6B	23522	NA	NA	oncovar
KCNJ5	ENSG00000120457.12	ENST00000529694.6	KCNJ5	HGNC:6266	KCNJ5	3762	NA	NA	oncovar
KDM5A	ENSG00000073614.13	ENST00000399788.7	KDM5A	HGNC:9886	KDM5A	5927	NA	NA	oncovar
KDM5C	ENSG00000126012.13	ENST00000375401.8	KDM5C	HGNC:11114	KDM5C	8242	NA	NA	oncovar
KDM6A	ENSG00000147050.17	ENST00000611820.5	KDM6A	HGNC:12637	KDM6A	7403	NA	NA	oncovar
KDR	ENSG00000128052.10	ENST00000263923.5	KDR	HGNC:6307	KDR	3791	NA	NA	oncovar
KDSR	ENSG00000119537.18	ENST00000645214.2	KDSR	HGNC:4021	KDSR	2531	NA	NA	oncovar
KEAP1	ENSG00000079999.14	ENST00000171111.10	KEAP1	HGNC:23177	KEAP1	9817	NA	NA	oncovar
KIF5B	ENSG00000170759.11	ENST00000302418.5	KIF5B	HGNC:6324	KIF5B	3799	NA	NA	oncovar
KIT	ENSG00000157404.17	ENST00000288135.6	KIT	HGNC:6342	KIT	3815	NA	NA	oncovar
KLF4	ENSG00000136826.15	ENST00000374672.5	KLF4	HGNC:6348	KLF4	9314	NA	NA	oncovar
KLF6	ENSG00000067082.15	ENST00000497571.6	KLF6	HGNC:2235	KLF6	1316	NA	NA	oncovar
KLHL6	ENSG00000172578.12	ENST00000341319.8	KLHL6	HGNC:18653	KLHL6	89857	NA	NA	oncovar
KLK2	ENSG00000167751.13	ENST00000325321.8	KLK2	HGNC:6363	KLK2	3817	NA	NA	oncovar
KMT2A	ENSG00000118058.24	ENST00000534358.8	KMT2A	HGNC:7132	KMT2A	4297	NA	NA	oncovar
KMT2C	ENSG00000055609.21	ENST00000262189.11	KMT2C	HGNC:13726	KMT2C	58508	NA	NA	oncovar
KMT2D	ENSG00000167548.18	ENST00000301067.12	KMT2D	HGNC:7133	KMT2D	8085	NA	NA	oncovar
KNSTRN	ENSG00000128944.14	ENST00000249776.13	KNSTRN	HGNC:30767	KNSTRN	90417	NA	NA	oncovar
KRAS	ENSG00000133703.14	ENST00000311936.8	KRAS	HGNC:6407	KRAS	3845	NA	NA	oncovar
KTN1	ENSG00000126777.18	ENST00000395314.8	KTN1	HGNC:6467	KTN1	3895	NA	NA	oncovar
LARP4B	ENSG00000107929.16	ENST00000316157.8	LARP4B	HGNC:28987	LARP4B	23185	NA	NA	oncovar
LASP1	ENSG00000002834.18	ENST00000318008.11	LASP1	HGNC:6513	LASP1	3927	NA	NA	oncovar
LATS1	ENSG00000131023.13	ENST00000543571.6	LATS1	HGNC:6514	LATS1	9113	NA	NA	oncovar
LATS2	ENSG00000150457.9	ENST00000382592.5	LATS2	HGNC:6515	LATS2	26524	NA	NA	oncovar
LCK	ENSG00000182866.17	ENST00000336890.10	LCK	HGNC:6524	LCK	3932	NA	NA	oncovar
LCP1	ENSG00000136167.15	ENST00000323076.7	LCP1	HGNC:6528	LCP1	3936	NA	NA	oncovar
LEF1	ENSG00000138795.10	ENST00000265165.6	LEF1	HGNC:6551	LEF1	51176	NA	NA	oncovar
LIFR	ENSG00000113594.10	ENST00000453190.7	LIFR	HGNC:6597	LIFR	3977	NA	NA	oncovar
LMNA	ENSG00000160789.24	ENST00000368300.9	LMNA	HGNC:6636	LMNA	4000	NA	NA	oncovar
LMO1	ENSG00000166407.14	ENST00000335790.8	LMO1	HGNC:6641	LMO1	4004	NA	NA	oncovar
LMO2	ENSG00000135363.12	ENST00000257818.3	LMO2	HGNC:6642	LMO2	4005	NA	NA	oncovar
LPP	ENSG00000145012.14	ENST00000617246.5	LPP	HGNC:6679	LPP	4026	NA	NA	oncovar
LRIG3	ENSG00000139263.12	ENST00000320743.8	LRIG3	HGNC:30991	LRIG3	121227	NA	NA	oncovar
LRP1B	ENSG00000168702.18	ENST00000389484.8	LRP1B	HGNC:6693	LRP1B	53353	NA	NA	oncovar
LYL1	ENSG00000104903.5	ENST00000264824.5	LYL1	HGNC:6734	LYL1	4066	NA	NA	oncovar
LZTR1	ENSG00000099949.21	ENST00000646124.2	LZTR1	HGNC:6742	LZTR1	8216	NA	NA	oncovar
MAF	ENSG00000178573.7	ENST00000326043.5	MAF	HGNC:6776	MAF	4094	NA	NA	oncovar
MAFB	ENSG00000204103.4	ENST00000373313.3	MAFB	HGNC:6408	MAFB	9935	NA	NA	oncovar
MALT1	ENSG00000172175.15	ENST00000649217.2	MALT1	HGNC:6819	MALT1	10892	NA	NA	oncovar
MAML2	ENSG00000184384.14	ENST00000524717.6	MAML2	HGNC:16259	MAML2	84441	NA	NA	oncovar
MAP2K1	ENSG00000169032.11	ENST00000307102.10	MAP2K1	HGNC:6840	MAP2K1	5604	NA	NA	oncovar
MAP2K2	ENSG00000126934.15	ENST00000262948.10	MAP2K2	HGNC:6842	MAP2K2	5605	NA	NA	oncovar
MAP2K4	ENSG00000065559.15	ENST00000353533.10	MAP2K4	HGNC:6844	MAP2K4	6416	NA	NA	oncovar
MAP3K1	ENSG00000095015.6	ENST00000399503.4	MAP3K1	HGNC:6848	MAP3K1	4214	NA	NA	oncovar
MAP3K13	ENSG00000073803.14	ENST00000265026.8	MAP3K13	HGNC:6852	MAP3K13	9175	NA	NA	oncovar
MAP3K7	ENSG00000135341.18	ENST00000369329.8	MAP3K7	HGNC:6859	MAP3K7	6885	NA	NA	oncovar
MAPK1	ENSG00000100030.15	ENST00000215832.11	MAPK1	HGNC:6871	MAPK1	5594	NA	NA	oncovar
MAX	ENSG00000125952.20	ENST00000358664.9	MAX	HGNC:6913	MAX	4149	NA	NA	oncovar
MB21D2	ENSG00000180611.7	ENST00000392452.3	MB21D2	HGNC:30438	MB21D2	151963	NA	NA	oncovar
MBD6	ENSG00000166987.15	ENST00000355673.8	MBD6	HGNC:20445	MBD6	114785	NA	NA	oncovar
MDM2	ENSG00000135679.27	ENST00000258149.11	MDM2	HGNC:6973	MDM2	4193	NA	NA	oncovar
MDM4	ENSG00000198625.14	ENST00000367182.8	MDM4	HGNC:6974	MDM4	4194	NA	NA	oncovar
MECOM	ENSG00000085276.19	ENST00000651503.2	MECOM	HGNC:3498	MECOM	2122	NA	NA	oncovar
MED12	ENSG00000184634.17	ENST00000374080.8	MED12	HGNC:11957	MED12	9968	NA	NA	oncovar
