ensembl_gene_symbol	ensembl_gene_id	hgnc_symbol	hgnc_id	refseq_gene_symbol	ncbi_gene_id	oncogene	tsgene
LRP1B	ENSG00000168702.18	LRP1B	HGNC:6693	LRP1B	53353	FALSE	TRUE
LRP5	ENSG00000162337.12	LRP5	HGNC:6697	LRP5	4041	TRUE	TRUE
LRP6	ENSG00000070018.9	LRP6	HGNC:6698	LRP6	4040	TRUE	FALSE
LRRN3	ENSG00000173114.13	LRRN3	HGNC:17200	LRRN3	54674	FALSE	TRUE
LSAMP	ENSG00000185565.12	LSAMP	HGNC:6705	LSAMP	4045	FALSE	TRUE
LSM14A	ENSG00000257103.9	LSM14A	HGNC:24489	LSM14A	26065	FALSE	FALSE
LTB	ENSG00000227507.3	LTB	HGNC:6711	LTB	4050	TRUE	TRUE
LTK	ENSG00000062524.16	LTK	HGNC:6721	LTK	4058	TRUE	FALSE
LYL1	ENSG00000104903.5	LYL1	HGNC:6734	LYL1	4066	TRUE	FALSE
LYN	ENSG00000254087.8	LYN	HGNC:6735	LYN	4067	TRUE	FALSE
LZTR1	ENSG00000099949.21	LZTR1	HGNC:6742	LZTR1	8216	FALSE	TRUE
MACC1	ENSG00000183742.13	MACC1	HGNC:30215	MACC1	346389	TRUE	FALSE
MACF1	ENSG00000127603.32	MACF1	HGNC:13664	MACF1	23499	FALSE	FALSE
MACROD2	ENSG00000172264.18	MACROD2	HGNC:16126	MACROD2	140733	FALSE	TRUE
MAD2L2	ENSG00000116670.15	MAD2L2	HGNC:6764	MAD2L2	10459	TRUE	TRUE
MAF	ENSG00000178573.7	MAF	HGNC:6776	MAF	4094	FALSE	FALSE
MAFB	ENSG00000204103.4	MAFB	HGNC:6408	MAFB	9935	TRUE	FALSE
MAGI2	ENSG00000187391.22	MAGI2	HGNC:18957	MAGI2	9863	FALSE	FALSE
MAL	ENSG00000172005.11	MAL	HGNC:6817	MAL	4118	NA	NA
MAL2	ENSG00000147676.14	MAL2	HGNC:13634	MAL2	114569	FALSE	TRUE
MALAT1	ENSG00000251562.9	MALAT1	HGNC:29665	MALAT1	378938	TRUE	TRUE
MALT1	ENSG00000172175.15	MALT1	HGNC:6819	MALT1	10892	FALSE	FALSE
MAML2	ENSG00000184384.14	MAML2	HGNC:16259	MAML2	84441	TRUE	FALSE
MAML3	ENSG00000196782.13	MAML3	HGNC:16272	MAML3	55534	FALSE	FALSE
MAMLD1	ENSG00000013619.15	MAMLD1	HGNC:2568	MAMLD1	10046	FALSE	FALSE
MAP2K1	ENSG00000169032.11	MAP2K1	HGNC:6840	MAP2K1	5604	TRUE	FALSE
MAP2K2	ENSG00000126934.15	MAP2K2	HGNC:6842	MAP2K2	5605	TRUE	FALSE
MAP2K4	ENSG00000065559.15	MAP2K4	HGNC:6844	MAP2K4	6416	FALSE	TRUE
MAP2K7	ENSG00000076984.18	MAP2K7	HGNC:6847	MAP2K7	5609	FALSE	TRUE
MAP3K1	ENSG00000095015.6	MAP3K1	HGNC:6848	MAP3K1	4214	FALSE	TRUE
MAP3K13	ENSG00000073803.14	MAP3K13	HGNC:6852	MAP3K13	9175	TRUE	FALSE
MAP3K14	ENSG00000006062.18	MAP3K14	HGNC:6853	MAP3K14	9020	TRUE	FALSE
MAP3K21	ENSG00000143674.11	MAP3K21	HGNC:29798	MAP3K21	84451	FALSE	TRUE
MAP3K4	ENSG00000085511.20	MAP3K4	HGNC:6856	MAP3K4	4216	FALSE	TRUE
MAP3K6	ENSG00000142733.17	MAP3K6	HGNC:6858	MAP3K6	9064	FALSE	FALSE
MAP3K7	ENSG00000135341.18	MAP3K7	HGNC:6859	MAP3K7	6885	TRUE	FALSE
MAP3K8	ENSG00000107968.10	MAP3K8	HGNC:6860	MAP3K8	1326	TRUE	FALSE
MAP4K4	ENSG00000071054.17	MAP4K4	HGNC:6866	MAP4K4	9448	TRUE	FALSE
MAPK1	ENSG00000100030.15	MAPK1	HGNC:6871	MAPK1	5594	TRUE	FALSE
MAPK3	ENSG00000102882.12	MAPK3	HGNC:6877	MAPK3	5595	TRUE	FALSE
MAPKAP1	ENSG00000119487.17	MAPKAP1	HGNC:18752	MAPKAP1	79109	FALSE	FALSE
MARK2	ENSG00000072518.22	MARK2	HGNC:3332	MARK2	2011	TRUE	FALSE
MAX	ENSG00000125952.20	MAX	HGNC:6913	MAX	4149	FALSE	TRUE
MB21D2	ENSG00000180611.7	MB21D2	HGNC:30438	MB21D2	151963	FALSE	FALSE
MBD4	ENSG00000129071.10	MBD4	HGNC:6919	MBD4	8930	FALSE	TRUE
MBD6	ENSG00000166987.15	MBD6	HGNC:20445	MBD6	114785	FALSE	TRUE
MBTD1	ENSG00000011258.16	MBTD1	HGNC:19866	MBTD1	54799	NA	NA
MC1R	ENSG00000258839.4	MC1R	HGNC:6929	MC1R	4157	FALSE	FALSE
MCL1	ENSG00000143384.14	MCL1	HGNC:6943	MCL1	4170	TRUE	FALSE
MCM5	ENSG00000100297.16	MCM5	HGNC:6948	MCM5	4174	FALSE	FALSE
MDC1	ENSG00000137337.16	MDC1	HGNC:21163	MDC1	9656	FALSE	FALSE
MDH2	ENSG00000146701.12	MDH2	HGNC:6971	MDH2	4191	NA	NA
MDM2	ENSG00000135679.27	MDM2	HGNC:6973	MDM2	4193	TRUE	FALSE
MDM4	ENSG00000198625.14	MDM4	HGNC:6974	MDM4	4194	TRUE	FALSE
MDS2	ENSG00000197880.10	MDS2	HGNC:29633	MDS2	259283	TRUE	FALSE
MEAF6	ENSG00000163875.16	MEAF6	HGNC:25674	MEAF6	64769	NA	NA
MECOM	ENSG00000085276.19	MECOM	HGNC:3498	MECOM	2122	TRUE	FALSE
MED12	ENSG00000184634.17	MED12	HGNC:11957	MED12	9968	TRUE	TRUE
MED23	ENSG00000112282.18	MED23	HGNC:2372	MED23	9439	FALSE	FALSE
MEF2B	ENSG00000213999.17	MEF2B	HGNC:6995	MEF2B	100271849	TRUE	FALSE
MEF2C	ENSG00000081189.16	MEF2C	HGNC:6996	MEF2C	4208	TRUE	TRUE
MEF2D	ENSG00000116604.19	MEF2D	HGNC:6997	MEF2D	4209	TRUE	FALSE
MEGF6	ENSG00000162591.16	MEGF6	HGNC:3232	MEGF6	1953	FALSE	TRUE
MEIS1	ENSG00000143995.20	MEIS1	HGNC:7000	MEIS1	4211	TRUE	FALSE
MEN1	ENSG00000133895.18	MEN1	HGNC:7010	MEN1	4221	FALSE	TRUE
MERTK	ENSG00000153208.18	MERTK	HGNC:7027	MERTK	10461	TRUE	FALSE
MET	ENSG00000105976.16	MET	HGNC:7029	MET	4233	TRUE	FALSE
MGA	ENSG00000174197.18	MGA	HGNC:14010	MGA	23269	FALSE	TRUE
MGAM	ENSG00000257335.8	MGAM	HGNC:7043	MGAM	8972	TRUE	FALSE
MGMT	ENSG00000170430.10	MGMT	HGNC:7059	MGMT	4255	TRUE	TRUE
MIDEAS	ENSG00000156030.14	MIDEAS	HGNC:19853	MIDEAS	91748	FALSE	TRUE
MINPP1	ENSG00000107789.16	MINPP1	HGNC:7102	MINPP1	9562	FALSE	FALSE
MIPOL1	ENSG00000151338.19	MIPOL1	HGNC:21460	MIPOL1	145282	FALSE	TRUE
MITF	ENSG00000187098.18	MITF	HGNC:7105	MITF	4286	TRUE	TRUE
MKI67	ENSG00000148773.14	MKI67	HGNC:7107	MKI67	4288	TRUE	FALSE
MKRN1	ENSG00000133606.11	MKRN1	HGNC:7112	MKRN1	23608	FALSE	FALSE
MLF1	ENSG00000178053.20	MLF1	HGNC:7125	MLF1	4291	FALSE	TRUE
MLH1	ENSG00000076242.16	MLH1	HGNC:7127	MLH1	4292	FALSE	TRUE
MLH3	ENSG00000119684.16	MLH3	HGNC:7128	MLH3	27030	FALSE	TRUE
MLLT1	ENSG00000130382.9	MLLT1	HGNC:7134	MLLT1	4298	FALSE	FALSE
MLLT10	ENSG00000078403.17	MLLT10	HGNC:16063	MLLT10	8028	TRUE	FALSE
MLLT11	ENSG00000213190.4	MLLT11	HGNC:16997	MLLT11	10962	TRUE	FALSE
MLLT3	ENSG00000171843.17	MLLT3	HGNC:7136	MLLT3	4300	TRUE	FALSE
MLLT6	ENSG00000275023.5	MLLT6	HGNC:7138	MLLT6	4302	FALSE	FALSE
MMP2	ENSG00000087245.13	MMP2	HGNC:7166	MMP2	4313	TRUE	FALSE
MMP9	ENSG00000100985.7	MMP9	HGNC:7176	MMP9	4318	TRUE	FALSE
MN1	ENSG00000169184.6	MN1	HGNC:7180	MN1	4330	TRUE	FALSE
MNX1	ENSG00000130675.15	MNX1	HGNC:4979	MNX1	3110	TRUE	FALSE
MOB3B	ENSG00000120162.10	MOB3B	HGNC:23825	MOB3B	79817	FALSE	TRUE
MPEG1	ENSG00000197629.6	MPEG1	HGNC:29619	MPEG1	219972	FALSE	FALSE
MPL	ENSG00000117400.18	MPL	HGNC:7217	MPL	4352	TRUE	FALSE
MPRIP	ENSG00000133030.22	MPRIP	HGNC:30321	MPRIP	23164	FALSE	FALSE
MRE11	ENSG00000020922.13	MRE11	HGNC:7230	MRE11	4361	FALSE	TRUE
MRTFA	ENSG00000196588.21	MRTFA	HGNC:14334	MRTFA	57591	TRUE	TRUE
MRTFB	ENSG00000186260.17	MRTFB	HGNC:29819	MRTFB	57496	NA	NA
MS4A1	ENSG00000156738.18	MS4A1	HGNC:7315	MS4A1	931	FALSE	FALSE
MSH2	ENSG00000095002.15	MSH2	HGNC:7325	MSH2	4436	FALSE	TRUE
MSH3	ENSG00000113318.11	MSH3	HGNC:7326	MSH3	4437	FALSE	TRUE
MSH5	ENSG00000204410.16	MSH5	HGNC:7328	MSH5	4439	FALSE	FALSE
MSH6	ENSG00000116062.18	MSH6	HGNC:7329	MSH6	2956	FALSE	TRUE
MSI1	ENSG00000135097.7	MSI1	HGNC:7330	MSI1	4440	TRUE	FALSE
MSI2	ENSG00000153944.12	MSI2	HGNC:18585	MSI2	124540	TRUE	FALSE
MSMB	ENSG00000263639.7	MSMB	HGNC:7372	MSMB	4477	FALSE	FALSE
MSN	ENSG00000147065.17	MSN	HGNC:7373	MSN	4478	FALSE	FALSE
MSR1	ENSG00000038945.15	MSR1	HGNC:7376	MSR1	4481	FALSE	FALSE
MST1	ENSG00000173531.16	MST1	HGNC:7380	MST1	4485	FALSE	TRUE
MST1R	ENSG00000164078.14	MST1R	HGNC:7381	MST1R	4486	TRUE	FALSE
MTAP	ENSG00000099810.21	MTAP	HGNC:7413	MTAP	4507	FALSE	TRUE
MTCP1	ENSG00000214827.11	MTCP1	HGNC:7423	MTCP1	4515	TRUE	FALSE
MTHFR	ENSG00000177000.13	MTHFR	HGNC:7436	MTHFR	4524	FALSE	TRUE
MTOR	ENSG00000198793.13	MTOR	HGNC:3942	MTOR	2475	TRUE	FALSE
MUC1	ENSG00000185499.17	MUC1	HGNC:7508	MUC1	4582	TRUE	FALSE
MUC16	ENSG00000181143.15	MUC16	HGNC:15582	MUC16	94025	TRUE	FALSE
MUC17	ENSG00000169876.14	MUC17	HGNC:16800	MUC17	140453	FALSE	FALSE
MUC2	ENSG00000198788.9	MUC2	HGNC:7512	MUC2	4583	FALSE	FALSE
MUC4	ENSG00000145113.22	MUC4	HGNC:7514	MUC4	4585	TRUE	FALSE
MUC5B	ENSG00000117983.17	MUC5B	HGNC:7516	MUC5B	727897	FALSE	FALSE
MUC6	ENSG00000184956.16	MUC6	HGNC:7517	MUC6	4588	FALSE	FALSE
MUTYH	ENSG00000132781.20	MUTYH	HGNC:7527	MUTYH	4595	FALSE	TRUE
MYB	ENSG00000118513.20	MYB	HGNC:7545	MYB	4602	TRUE	FALSE
MYBL1	ENSG00000185697.17	MYBL1	HGNC:7547	MYBL1	4603	TRUE	FALSE
MYBL2	ENSG00000101057.16	MYBL2	HGNC:7548	MYBL2	4605	TRUE	FALSE
MYC	ENSG00000136997.21	MYC	HGNC:7553	MYC	4609	TRUE	FALSE
MYCL	ENSG00000116990.11	MYCL	HGNC:7555	MYCL	4610	TRUE	FALSE
MYCN	ENSG00000134323.12	MYCN	HGNC:7559	MYCN	4613	TRUE	FALSE
MYD88	ENSG00000172936.16	MYD88	HGNC:7562	MYD88	4615	TRUE	FALSE
MYEOV	ENSG00000172927.9	MYEOV	HGNC:7563	MYEOV	26579	FALSE	FALSE
MYH11	ENSG00000133392.18	MYH11	HGNC:7569	MYH11	4629	FALSE	TRUE
MYH9	ENSG00000100345.23	MYH9	HGNC:7579	MYH9	4627	TRUE	TRUE
MYO1F	ENSG00000142347.19	MYO1F	HGNC:7600	MYO1F	4542	NA	NA
MYO5A	ENSG00000197535.16	MYO5A	HGNC:7602	MYO5A	4644	FALSE	FALSE
MYOD1	ENSG00000129152.4	MYOD1	HGNC:7611	MYOD1	4654	FALSE	TRUE
N4BP2	ENSG00000078177.14	N4BP2	HGNC:29851	N4BP2	55728	FALSE	TRUE
NAALADL2	ENSG00000177694.16	NAALADL2	HGNC:23219	NAALADL2	254827	FALSE	TRUE
NAB2	ENSG00000166886.13	NAB2	HGNC:7627	NAB2	4665	FALSE	TRUE
NACA	ENSG00000196531.14	NACA	HGNC:7629	NACA	4666	FALSE	FALSE
NADK	ENSG00000008130.15	NADK	HGNC:29831	NADK	65220	TRUE	FALSE
NAF1	ENSG00000145414.9	NAF1	HGNC:25126	NAF1	92345	NA	NA
NBEA	ENSG00000172915.20	NBEA	HGNC:7648	NBEA	26960	FALSE	FALSE
NBN	ENSG00000104320.14	NBN	HGNC:7652	NBN	4683	FALSE	TRUE
NCAPG	ENSG00000109805.10	NCAPG	HGNC:24304	NCAPG	64151	TRUE	FALSE
NCKIPSD	ENSG00000213672.8	NCKIPSD	HGNC:15486	NCKIPSD	51517	FALSE	FALSE
NCOA1	ENSG00000084676.16	NCOA1	HGNC:7668	NCOA1	8648	FALSE	FALSE
NCOA2	ENSG00000140396.13	NCOA2	HGNC:7669	NCOA2	10499	TRUE	FALSE
NCOA3	ENSG00000124151.19	NCOA3	HGNC:7670	NCOA3	8202	TRUE	FALSE
NCOA4	ENSG00000266412.6	NCOA4	HGNC:7671	NCOA4	8031	TRUE	TRUE
NCOR1	ENSG00000141027.22	NCOR1	HGNC:7672	NCOR1	9611	FALSE	TRUE
NCOR2	ENSG00000196498.13	NCOR2	HGNC:7673	NCOR2	9612	FALSE	FALSE
NCSTN	ENSG00000162736.17	NCSTN	HGNC:17091	NCSTN	23385	TRUE	FALSE
NDRG1	ENSG00000104419.17	NDRG1	HGNC:7679	NDRG1	10397	FALSE	TRUE
NDUFA13	ENSG00000186010.19	NDUFA13	HGNC:17194	NDUFA13	51079	FALSE	FALSE
NEBL	ENSG00000078114.19	NEBL	HGNC:16932	NEBL	10529	FALSE	FALSE
NEGR1	ENSG00000172260.15	NEGR1	HGNC:17302	NEGR1	257194	FALSE	FALSE
NF1	ENSG00000196712.19	NF1	HGNC:7765	NF1	4763	FALSE	TRUE
NF2	ENSG00000186575.19	NF2	HGNC:7773	NF2	4771	FALSE	TRUE
NFASC	ENSG00000163531.17	NFASC	HGNC:29866	NFASC	23114	NA	NA
NFATC2	ENSG00000101096.20	NFATC2	HGNC:7776	NFATC2	4773	TRUE	FALSE
NFE2	ENSG00000123405.14	NFE2	HGNC:7780	NFE2	4778	TRUE	FALSE
NFE2L2	ENSG00000116044.16	NFE2L2	HGNC:7782	NFE2L2	4780	TRUE	FALSE
NFIB	ENSG00000147862.18	NFIB	HGNC:7785	NFIB	4781	TRUE	FALSE
NFIX	ENSG00000008441.19	NFIX	HGNC:7788	NFIX	4784	NA	NA
NFKB1	ENSG00000109320.13	NFKB1	HGNC:7794	NFKB1	4790	TRUE	FALSE
NFKB2	ENSG00000077150.20	NFKB2	HGNC:7795	NFKB2	4791	TRUE	TRUE
NFKBIA	ENSG00000100906.11	NFKBIA	HGNC:7797	NFKBIA	4792	FALSE	TRUE
NFKBIE	ENSG00000146232.17	NFKBIE	HGNC:7799	NFKBIE	4794	FALSE	TRUE
NHP2	ENSG00000145912.9	NHP2	HGNC:14377	NHP2	55651	NA	NA
NIN	ENSG00000100503.26	NIN	HGNC:14906	NIN	51199	FALSE	FALSE
NIPBL	ENSG00000164190.19	NIPBL	HGNC:28862	NIPBL	25836	FALSE	FALSE
NKX2-1	ENSG00000136352.20	NKX2-1	HGNC:11825	NKX2-1	7080	TRUE	FALSE
NKX3-1	ENSG00000167034.10	NKX3-1	HGNC:7838	NKX3-1	4824	FALSE	TRUE
NONO	ENSG00000147140.17	NONO	HGNC:7871	NONO	4841	FALSE	FALSE
NOP10	ENSG00000182117.6	NOP10	HGNC:14378	NOP10	55505	NA	NA
NOS1AP	ENSG00000198929.13	NOS1AP	HGNC:16859	NOS1AP	9722	NA	NA
NOTCH1	ENSG00000148400.13	NOTCH1	HGNC:7881	NOTCH1	4851	TRUE	TRUE
NOTCH2	ENSG00000134250.21	NOTCH2	HGNC:7882	NOTCH2	4853	TRUE	TRUE
NOTCH3	ENSG00000074181.9	NOTCH3	HGNC:7883	NOTCH3	4854	TRUE	TRUE
NOTCH4	ENSG00000204301.6	NOTCH4	HGNC:7884	NOTCH4	4855	TRUE	TRUE
NPM1	ENSG00000181163.14	NPM1	HGNC:7910	NPM1	4869	FALSE	TRUE
NR1H4	ENSG00000012504.15	NR1H4	HGNC:7967	NR1H4	9971	TRUE	TRUE
NR3C1	ENSG00000113580.15	NR3C1	HGNC:7978	NR3C1	2908	FALSE	FALSE
NR4A1	ENSG00000123358.20	NR4A1	HGNC:7980	NR4A1	3164	TRUE	TRUE
NR4A3	ENSG00000119508.18	NR4A3	HGNC:7982	NR4A3	8013	TRUE	FALSE
NRAS	ENSG00000213281.5	NRAS	HGNC:7989	NRAS	4893	TRUE	FALSE
NRF1	ENSG00000106459.15	NRF1	HGNC:7996	NRF1	4899	NA	NA
NRG1	ENSG00000157168.20	NRG1	HGNC:7997	NRG1	3084	TRUE	FALSE
NRIP1	ENSG00000180530.11	NRIP1	HGNC:8001	NRIP1	8204	FALSE	FALSE
NSD1	ENSG00000165671.22	NSD1	HGNC:14234	NSD1	64324	TRUE	TRUE
NSD2	ENSG00000109685.19	NSD2	HGNC:12766	NSD2	7468	TRUE	FALSE
NSD3	ENSG00000147548.17	NSD3	HGNC:12767	NSD3	54904	FALSE	FALSE
NT5C2	ENSG00000076685.19	NT5C2	HGNC:8022	NT5C2	22978	TRUE	FALSE
NT5E	ENSG00000135318.12	NT5E	HGNC:8021	NT5E	4907	FALSE	FALSE
NTHL1	ENSG00000065057.9	NTHL1	HGNC:8028	NTHL1	4913	FALSE	TRUE
NTRK1	ENSG00000198400.13	NTRK1	HGNC:8031	NTRK1	4914	TRUE	FALSE
NTRK2	ENSG00000148053.18	NTRK2	HGNC:8032	NTRK2	4915	TRUE	FALSE
NTRK3	ENSG00000140538.16	NTRK3	HGNC:8033	NTRK3	4916	TRUE	FALSE
NUF2	ENSG00000143228.13	NUF2	HGNC:14621	NUF2	83540	TRUE	FALSE
NUMA1	ENSG00000137497.19	NUMA1	HGNC:8059	NUMA1	4926	FALSE	FALSE
NUMB	ENSG00000133961.21	NUMB	HGNC:8060	NUMB	8650	FALSE	TRUE
NUP133	ENSG00000069248.12	NUP133	HGNC:18016	NUP133	55746	FALSE	TRUE
NUP214	ENSG00000126883.18	NUP214	HGNC:8064	NUP214	8021	TRUE	FALSE
NUP93	ENSG00000102900.13	NUP93	HGNC:28958	NUP93	9688	FALSE	FALSE
NUP98	ENSG00000110713.17	NUP98	HGNC:8068	NUP98	4928	TRUE	FALSE
NUTM1	ENSG00000184507.16	NUTM1	HGNC:29919	NUTM1	256646	FALSE	FALSE
NUTM2A	ENSG00000184923.12	NUTM2A	HGNC:23438	NUTM2A	728118	NA	NA
NUTM2B	ENSG00000188199.11	NUTM2B	HGNC:23445	NUTM2B	729262	FALSE	FALSE
NXF1	ENSG00000162231.14	NXF1	HGNC:8071	NXF1	10482	FALSE	FALSE
NYNRIN	ENSG00000205978.6	NYNRIN	HGNC:20165	NYNRIN	57523	NA	NA
OGA	ENSG00000198408.14	OGA	HGNC:7056	OGA	10724	NA	NA
OGG1	ENSG00000114026.22	OGG1	HGNC:8125	OGG1	4968	FALSE	FALSE
OLIG2	ENSG00000205927.5	OLIG2	HGNC:9398	OLIG2	10215	TRUE	FALSE
OMD	ENSG00000127083.8	OMD	HGNC:8134	OMD	4958	FALSE	FALSE
ONECUT2	ENSG00000119547.6	ONECUT2	HGNC:8139	ONECUT2	9480	TRUE	FALSE
OPCML	ENSG00000183715.14	OPCML	HGNC:8143	OPCML	4978	FALSE	FALSE
OR11H1	ENSG00000130538.6	OR11H1	HGNC:15404	OR11H1	81061	TRUE	FALSE
OR4F21	ENSG00000176269.4	OR4F21	HGNC:19583	OR4F21	441308	FALSE	TRUE
OR4N2	ENSG00000176294.6	OR4N2	HGNC:14742	OR4N2	390429	FALSE	TRUE
P2RY8	ENSG00000182162.11	P2RY8	HGNC:15524	P2RY8	286530	FALSE	TRUE
PABPC1	ENSG00000070756.17	PABPC1	HGNC:8554	PABPC1	26986	TRUE	TRUE
PAFAH1B2	ENSG00000168092.14	PAFAH1B2	HGNC:8575	PAFAH1B2	5049	FALSE	FALSE
PAK1	ENSG00000149269.10	PAK1	HGNC:8590	PAK1	5058	TRUE	FALSE
PAK3	ENSG00000077264.16	PAK3	HGNC:8592	PAK3	5063	FALSE	FALSE
PAK5	ENSG00000101349.17	PAK5	HGNC:15916	PAK5	57144	TRUE	FALSE
PALB2	ENSG00000083093.10	PALB2	HGNC:26144	PALB2	79728	FALSE	TRUE
PAPSS1	ENSG00000138801.9	PAPSS1	HGNC:8603	PAPSS1	9061	NA	NA
PARD3	ENSG00000148498.16	PARD3	HGNC:16051	PARD3	56288	FALSE	TRUE
PARD3B	ENSG00000116117.19	PARD3B	HGNC:14446	PARD3B	117583	FALSE	TRUE
PARD6G	ENSG00000178184.16	PARD6G	HGNC:16076	PARD6G	84552	FALSE	TRUE
PARN	ENSG00000140694.17	PARN	HGNC:8609	PARN	5073	NA	NA
PARP1	ENSG00000143799.14	PARP1	HGNC:270	PARP1	142	FALSE	TRUE
PATZ1	ENSG00000100105.18	PATZ1	HGNC:13071	PATZ1	23598	TRUE	TRUE
PAX3	ENSG00000135903.20	PAX3	HGNC:8617	PAX3	5077	TRUE	FALSE
PAX5	ENSG00000196092.14	PAX5	HGNC:8619	PAX5	5079	TRUE	TRUE
PAX6	ENSG00000007372.25	PAX6	HGNC:8620	PAX6	5080	FALSE	TRUE
PAX7	ENSG00000009709.12	PAX7	HGNC:8621	PAX7	5081	TRUE	FALSE
PAX8	ENSG00000125618.18	PAX8	HGNC:8622	PAX8	7849	TRUE	FALSE
PBRM1	ENSG00000163939.18	PBRM1	HGNC:30064	PBRM1	55193	FALSE	TRUE
PBX1	ENSG00000185630.19	PBX1	HGNC:8632	PBX1	5087	TRUE	FALSE
PBX3	ENSG00000167081.18	PBX3	HGNC:8634	PBX3	5090	NA	NA
PCBP1	ENSG00000169564.7	PCBP1	HGNC:8647	PCBP1	5093	FALSE	FALSE
PCM1	ENSG00000078674.19	PCM1	HGNC:8727	PCM1	5108	TRUE	TRUE
PCNA	ENSG00000132646.11	PCNA	HGNC:8729	PCNA	5111	TRUE	FALSE
PDCD1	ENSG00000188389.11	PDCD1	HGNC:8760	PDCD1	5133	TRUE	FALSE
PDCD1LG2	ENSG00000197646.8	PDCD1LG2	HGNC:18731	PDCD1LG2	80380	TRUE	FALSE
PDCD4	ENSG00000150593.18	PDCD4	HGNC:8763	PDCD4	27250	FALSE	TRUE
PDE4D	ENSG00000113448.20	PDE4D	HGNC:8783	PDE4D	5144	FALSE	TRUE
PDE4DIP	ENSG00000178104.19	PDE4DIP	HGNC:15580	PDE4DIP	9659	FALSE	FALSE
PDGFB	ENSG00000100311.17	PDGFB	HGNC:8800	PDGFB	5155	TRUE	FALSE
PDGFRA	ENSG00000134853.12	PDGFRA	HGNC:8803	PDGFRA	5156	TRUE	FALSE
PDGFRB	ENSG00000113721.14	PDGFRB	HGNC:8804	PDGFRB	5159	TRUE	FALSE
PDK1	ENSG00000152256.14	PDK1	HGNC:8809	PDK1	5163	TRUE	FALSE
PDPK1	ENSG00000140992.19	PDPK1	HGNC:8816	PDPK1	5170	FALSE	FALSE
PDS5B	ENSG00000083642.19	PDS5B	HGNC:20418	PDS5B	23047	FALSE	TRUE
PDYN	ENSG00000101327.9	PDYN	HGNC:8820	PDYN	5173	FALSE	FALSE
PEG3	ENSG00000198300.14	PEG3	HGNC:8826	PEG3	5178	FALSE	FALSE
PER1	ENSG00000179094.16	PER1	HGNC:8845	PER1	5187	FALSE	TRUE
PER3	ENSG00000049246.15	PER3	HGNC:8847	PER3	8863	FALSE	FALSE
PGBD5	ENSG00000177614.11	PGBD5	HGNC:19405	PGBD5	79605	TRUE	FALSE
PGR	ENSG00000082175.16	PGR	HGNC:8910	PGR	5241	TRUE	FALSE
PHF1	ENSG00000112511.18	PHF1	HGNC:8919	PHF1	5252	NA	NA
PHF19	ENSG00000119403.15	PHF19	HGNC:24566	PHF19	26147	TRUE	FALSE
PHF23	ENSG00000040633.13	PHF23	HGNC:28428	PHF23	79142	NA	NA
PHF6	ENSG00000156531.18	PHF6	HGNC:18145	PHF6	84295	FALSE	TRUE
PHLPP1	ENSG00000081913.14	PHLPP1	HGNC:20610	PHLPP1	23239	FALSE	TRUE
PHLPP2	ENSG00000040199.18	PHLPP2	HGNC:29149	PHLPP2	23035	FALSE	TRUE
PHOX2B	ENSG00000109132.7	PHOX2B	HGNC:9143	PHOX2B	8929	FALSE	TRUE
PICALM	ENSG00000073921.18	PICALM	HGNC:15514	PICALM	8301	FALSE	FALSE
PIGA	ENSG00000165195.16	PIGA	HGNC:8957	PIGA	5277	FALSE	TRUE
PIK3C2B	ENSG00000133056.14	PIK3C2B	HGNC:8972	PIK3C2B	5287	TRUE	FALSE
PIK3C2G	ENSG00000139144.11	PIK3C2G	HGNC:8973	PIK3C2G	5288	FALSE	FALSE
PIK3C3	ENSG00000078142.14	PIK3C3	HGNC:8974	PIK3C3	5289	FALSE	FALSE
PIK3CA	ENSG00000121879.6	PIK3CA	HGNC:8975	PIK3CA	5290	TRUE	FALSE
PIK3CB	ENSG00000051382.9	PIK3CB	HGNC:8976	PIK3CB	5291	TRUE	FALSE
PIK3CD	ENSG00000171608.17	PIK3CD	HGNC:8977	PIK3CD	5293	TRUE	FALSE
PIK3CG	ENSG00000105851.11	PIK3CG	HGNC:8978	PIK3CG	5294	TRUE	FALSE
PIK3R1	ENSG00000145675.15	PIK3R1	HGNC:8979	PIK3R1	5295	FALSE	TRUE
PIK3R2	ENSG00000105647.19	PIK3R2	HGNC:8980	PIK3R2	5296	FALSE	TRUE
PIK3R3	ENSG00000117461.15	PIK3R3	HGNC:8981	PIK3R3	8503	FALSE	TRUE
PIK3R4	ENSG00000196455.8	PIK3R4	HGNC:8982	PIK3R4	30849	FALSE	TRUE
PIK3R5	ENSG00000141506.15	PIK3R5	HGNC:30035	PIK3R5	23533	FALSE	FALSE
PIM1	ENSG00000137193.14	PIM1	HGNC:8986	PIM1	5292	FALSE	FALSE
PINK1	ENSG00000158828.8	PINK1	HGNC:14581	PINK1	65018	NA	NA
PKHD1	ENSG00000170927.15	PKHD1	HGNC:9016	PKHD1	5314	FALSE	FALSE
PLAG1	ENSG00000181690.8	PLAG1	HGNC:9045	PLAG1	5324	TRUE	FALSE
PLAGL1	ENSG00000118495.21	PLAGL1	HGNC:9046	PLAGL1	5325	FALSE	TRUE
PLCB4	ENSG00000101333.19	PLCB4	HGNC:9059	PLCB4	5332	FALSE	FALSE
PLCG1	ENSG00000124181.15	PLCG1	HGNC:9065	PLCG1	5335	TRUE	FALSE
