hgnc_id	gene_id	symbol	contig	start	end	strand
HGNC:14126	374677	WASH4P	chr16	14081	18091	-
HGNC:50840	103504738	MIR6859-4	chr16	17052	17119	-
HGNC:38609	100132169	WASIR2	chr16	22916	25114	+
HGNC:6033	729486	IL9RP3	chr16	28928	36491	-
HGNC:14121	51728	POLR3K	chr16	46407	53608	-
HGNC:14161	79622	SNRNP25	chr16	53828	57669	+
HGNC:20561	64285	RHBDF1	chr16	58059	76360	-
NA	124903617	LOC124903617	chr16	72827	74990	+
HGNC:7211	4350	MPG	chr16	77007	85846	+
HGNC:14124	8131	NPRL3	chr16	85386	138673	-
HGNC:4835	3050	HBZ	chr16	152644	154503	+
NA	107983982	LOC107983982	chr16	160947	162921	+
HGNC:4836	3051	HBZP1	chr16	163067	165205	+
HGNC:4826	3042	HBM	chr16	165978	166764	+
HGNC:4825	3041	HBAP1	chr16	168641	169452	+
HGNC:4824	3040	HBA2	chr16	172876	173710	+
HGNC:4823	3039	HBA1	chr16	176680	177522	+
HGNC:4833	3049	HBQ1	chr16	180459	181179	+
HGNC:6723	55692	LUC7L	chr16	188990	229449	-
HGNC:55882	100129478	C4orf46P1	chr16	231084	232010	+
HGNC:14163	83986	FAM234A	chr16	234821	269963	+
HGNC:9993	8786	RGS11	chr16	268307	275944	-
HGNC:680	398	ARHGDIG	chr16	280591	283010	+
HGNC:14180	64714	PDIA2	chr16	283164	287215	+
HGNC:903	8312	AXIN1	chr16	287440	352723	-
HGNC:14484	10573	MRPL28	chr16	366969	370538	-
HGNC:17205	58986	PGAP6	chr16	370788	386979	-
NA	100134368	LOC100134368	chr16	382241	392960	+
HGNC:14194	729480	RPL23AP5	chr16	386746	387290	+
HGNC:7852	4833	NME4	chr16	396729	400754	+
HGNC:2754	26063	DECR2	chr16	401885	412482	+
HGNC:17224	9727	RAB11FIP3	chr16	425649	523011	+
NA	107987417	LOC107987417	chr16	491373	493540	-
HGNC:14138	64493	LINC00235	chr16	526847	527407	-
HGNC:11182	6650	CAPN15	chr16	527712	554636	+
HGNC:43508	100847028	MIR5587	chr16	535316	535368	+
HGNC:38345	100423037	MIR3176	chr16	543277	543366	+
HGNC:14139	146325	PRR35	chr16	559814	565529	+
HGNC:26700	283948	NHLRC4	chr16	567005	569495	+
HGNC:14135	9091	PIGQ	chr16	569968	584109	+
HGNC:18285	57799	RAB40C	chr16	589357	629268	+
NA	124903618	LOC124903618	chr16	605333	616264	-
HGNC:30912	117166	WFIKKN1	chr16	630985	634117	+
HGNC:14141	84326	METTL26	chr16	634430	636305	-
HGNC:14183	64717	TRG-CCC2-2	chr16	636736	636806	-
NA	100287175	LOC100287175	chr16	636952	639205	+
HGNC:14142	84331	MCRIP2	chr16	641828	648474	+
NA	105371038	LOC105371038	chr16	648458	649313	-
HGNC:26960	197335	WDR90	chr16	648979	667830	+
HGNC:21169	89941	RHOT2	chr16	668083	674174	+
HGNC:10007	9028	RHBDL1	chr16	675671	678268	+
HGNC:54519	105371184	STUB1-DT	chr16	678518	679777	-
HGNC:11427	10273	STUB1	chr16	680410	682801	+
HGNC:14148	339123	JMJD8	chr16	681670	684334	-
HGNC:20852	84219	WDR24	chr16	684622	690398	-
HGNC:14150	146330	FBXL16	chr16	692500	705801	-
HGNC:14151	79006	METRN	chr16	715118	719655	+
HGNC:14152	65990	ANTKMT	chr16	721146	722590	+
HGNC:14153	124093	CCDC78	chr16	722582	726880	-
HGNC:14177	84264	HAGHL	chr16	727106	729715	+
HGNC:14179	64428	CIAO3	chr16	729765	740997	-
HGNC:7371	10232	MSLN	chr16	760734	768865	+
HGNC:14170	401827	MSLNL	chr16	769428	781996	-
HGNC:32918	724032	MIR662	chr16	770183	770277	+
HGNC:14173	113000	RPUSD1	chr16	784974	788381	-
HGNC:18435	63922	CHTF18	chr16	788620	798074	+
HGNC:14131	51764	GNG13	chr16	798041	800734	-
HGNC:14154	64788	LMF1	chr16	853634	981613	-
NA	124903619	LOC124903619	chr16	899012	910924	-
NA	107984876	LOC107984876	chr16	902566	903654	-
HGNC:50469	101929387	LMF1-AS1	chr16	921033	934524	+
NA	124903620	LOC124903620	chr16	974069	975758	+
HGNC:53928	115804232	CEROX1	chr16	975761	981613	-
HGNC:11203	30812	SOX8	chr16	981770	986979	+
HGNC:26502	146336	SSTR5-AS1	chr16	1064081	1078731	-
HGNC:11334	6755	SSTR5	chr16	1072747	1081454	+
HGNC:31374	390664	C1QTNF8	chr16	1088226	1096306	-
NA	107984906	LOC107984906	chr16	1107637	1113399	+
NA	105371042	LOC105371042	chr16	1126624	1134301	-
HGNC:1395	8912	CACNA1H	chr16	1153106	1221768	+
NA	124903622	LOC124903622	chr16	1156972	1158610	-
NA	124903623	LOC124903623	chr16	1200806	1201711	-
HGNC:14134	25823	TPSG1	chr16	1221651	1225268	-
NA	124903621	LOC124903621	chr16	1225251	1227240	+
HGNC:14120	64499	TPSB2	chr16	1228336	1230184	-
HGNC:12019	7177	TPSAB1	chr16	1240705	1242554	+
HGNC:14118	23430	TPSD1	chr16	1256069	1259008	+
HGNC:17542	123787	PRSS29P	chr16	1261003	1264004	-
HGNC:14182	100129339	TPSP1	chr16	1273724	1276395	-
HGNC:14136	650474	TPSP2	chr16	1286343	1289073	-
NA	124903624	LOC124903624	chr16	1293507	1299605	-
HGNC:12485	7329	UBE2I	chr16	1309152	1327017	+
HGNC:14195	64726	RPS20P2	chr16	1328626	1329809	+
HGNC:948	8938	BAIAP3	chr16	1333645	1349439	+
HGNC:14175	115939	TSR3	chr16	1349240	1351878	-
HGNC:23026	84572	GNPTG	chr16	1351931	1364113	+
HGNC:14184	64718	UNKL	chr16	1363205	1414704	-
HGNC:14167	64730	TJP1P1	chr16	1371113	1371883	+
NA	101929440	LOC101929440	chr16	1408431	1412251	+
HGNC:27558	283951	C16orf91	chr16	1419752	1420747	-
NA	105371044	LOC105371044	chr16	1425551	1428759	-
HGNC:52293	105371045	PERCC1	chr16	1431078	1434441	+
HGNC:34454	645811	CCDC154	chr16	1434383	1444556	-
HGNC:2025	1186	CLCN7	chr16	1444935	1475028	-
HGNC:14196	64725	RPS3AP2	chr16	1477983	1478590	+
HGNC:14171	390667	PTX4	chr16	1485886	1488944	-
HGNC:29099	9894	TELO2	chr16	1493360	1510454	+
HGNC:29077	9742	IFT140	chr16	1510427	1612072	-
HGNC:14158	79652	TMEM204	chr16	1528678	1555568	+
NA	105371046	LOC105371046	chr16	1580527	1610328	+
HGNC:14122	57585	CRAMP1	chr16	1612360	1677908	+
HGNC:14137	90861	JPT2	chr16	1678279	1702086	+
HGNC:6884	23162	MAPK8IP3	chr16	1706195	1770351	+
HGNC:56087	101929480	MAPK8IP3-AS1	chr16	1713529	1714191	-
HGNC:38364	100423012	MIR3177	chr16	1734985	1735066	+
HGNC:7851	4832	NME3	chr16	1770320	1771543	-
HGNC:16618	65993	MRPS34	chr16	1771895	1773134	-
HGNC:27289	197342	EME2	chr16	1772810	1781702	+
HGNC:30629	90864	SPSB3	chr16	1776712	1782571	-
HGNC:8042	10101	NUBP2	chr16	1782960	1789186	+
HGNC:5468	3483	IGFALS	chr16	1790413	1794908	-
HGNC:4805	3029	HAGH	chr16	1807629	1827194	-
HGNC:14169	81889	FAHD1	chr16	1827206	1840207	+
HGNC:28569	254528	MEIOB	chr16	1833986	1872164	-
HGNC:14160	64735	LINC00254	chr16	1878285	1884231	-
HGNC:52981	105371048	LINC02124	chr16	1889114	1890434	+
HGNC:14178	64711	HS3ST6	chr16	1911475	1920940	-
HGNC:14133	51734	MSRB1	chr16	1938229	1943199	-
NA	124903625	LOC124903625	chr16	1942794	1944633	+
HGNC:10351	6123	RPL3L	chr16	1943974	1954689	-
HGNC:7696	4716	NDUFB10	chr16	1959538	1961975	+
HGNC:10404	6187	RPS2	chr16	1962058	1964826	-
HGNC:32598	574042	SNORA10	chr16	1962334	1962466	-
HGNC:10221	26784	SNORA64	chr16	1962973	1963106	-
HGNC:33102	735301	SNHG9	chr16	1964996	1965504	+
HGNC:32664	677844	SNORA78	chr16	1965184	1965310	+
HGNC:23235	146310	RNF151	chr16	1966856	1968949	+
HGNC:11587	10607	TBL3	chr16	1972053	1982929	+
HGNC:19404	124056	NOXO1	chr16	1978917	1981469	-
HGNC:4236	2671	GFER	chr16	1984193	1987749	+
HGNC:11501	9143	SYNGR3	chr16	1989970	1994275	+
HGNC:28079	90850	ZNF598	chr16	1997654	2009821	-
NA	124903626	LOC124903626	chr16	2009885	2010588	+
HGNC:46235	106479302	RN7SL219P	chr16	2013181	2013476	+
HGNC:30509	283869	NPW	chr16	2019785	2020755	+
HGNC:11076	9351	SLC9A3R2	chr16	2026902	2039026	+
HGNC:8028	4913	NTHL1	chr16	2039820	2047834	-
HGNC:12363	7249	TSC2	chr16	2047985	2089491	+
HGNC:9008	5310	PKD1	chr16	2088708	2135898	-
HGNC:33931	100188847	MIR1225	chr16	2090195	2090284	-
HGNC:56035	105371049	PKD1-AS1	chr16	2091436	2095017	+
HGNC:50228	102465429	MIR6511B1	chr16	2106669	2106753	-
HGNC:41617	100616258	MIR4516	chr16	2133119	2133204	+
HGNC:38969	100500916	MIR3180-5	chr16	2135977	2136129	-
HGNC:14259	25837	RAB26	chr16	2148144	2154165	+
HGNC:49574	100507303	SNHG19	chr16	2154782	2155358	-
HGNC:10217	26788	SNORD60	chr16	2155023	2155105	-
HGNC:20456	84231	TRAF7	chr16	2155782	2178129	+
HGNC:20879	57524	CASKIN1	chr16	2177180	2196605	-
HGNC:24825	64223	MLST8	chr16	2205454	2209453	+
HGNC:28309	283870	BRICD5	chr16	2209253	2210863	-
HGNC:8909	283871	PGP	chr16	2211593	2214840	-
HGNC:3121	1877	E4F1	chr16	2223591	2235742	+
HGNC:2958	1775	DNASE1L2	chr16	2236444	2238711	+
HGNC:2703	1632	ECI1	chr16	2239402	2251587	-
NA	107984839	LOC107984839	chr16	2251670	2253223	+
HGNC:10080	10921	RNPS1	chr16	2253116	2268126	-
HGNC:55382	106660606	MIR3677HG	chr16	2268663	2273072	+
HGNC:38932	100500812	MIR3677	chr16	2270713	2270772	+
HGNC:33683	100126328	MIR940	chr16	2271747	2271840	+
HGNC:41571	100616241	MIR4717	chr16	2274620	2274691	+
HGNC:33	21	ABCA3	chr16	2275881	2340728	-
HGNC:36505	441744	RPS16P7	chr16	2332247	2332733	-
HGNC:32972	650655	ABCA17P	chr16	2340922	2426699	+
HGNC:1591	899	CCNF	chr16	2429447	2458854	+
HGNC:50133	102465459	MIR6767	chr16	2445392	2445457	+
NA	105371050	LOC105371050	chr16	2452581	2460083	-
HGNC:25849	80178	TEDC2	chr16	2460109	2464963	+
HGNC:50264	102465460	MIR6768	chr16	2463967	2464038	+
HGNC:55403	729652	TEDC2-AS1	chr16	2464950	2468213	-
HGNC:8030	4917	NTN3	chr16	2471297	2474145	+
HGNC:29203	57465	TBC1D24	chr16	2475127	2505730	+
HGNC:855	527	ATP6V0C	chr16	2513726	2520218	+
HGNC:24262	51005	AMDHD2	chr16	2520371	2531417	+
HGNC:32553	752014	CEMP1	chr16	2530035	2531408	-
HGNC:38381	100422974	MIR3178	chr16	2531922	2532005	-
HGNC:8816	5170	PDPK1	chr16	2538021	2603188	+
NA	652276	LOC652276	chr16	2603384	2630494	+
HGNC:49897	653650	PDPK2P	chr16	2616553	2642490	-
NA	645644	FLJ42627	chr16	2638982	2646129	+
HGNC:27548	100507321	ERVK13-1	chr16	2658389	2673439	-
NA	124903627	LOC124903627	chr16	2673123	2675394	+
HGNC:21423	54442	KCTD5	chr16	2682523	2709030	+
HGNC:15475	83886	PRSS27	chr16	2712422	2720224	-
HGNC:44162	100128788	SRRM2-AS1	chr16	2737076	2752600	-
HGNC:16639	23524	SRRM2	chr16	2752638	2771412	+
HGNC:11619	6923	ELOB	chr16	2771414	2777280	-
HGNC:30405	260429	PRSS33	chr16	2783953	2787915	-
HGNC:52203	109616997	SNORA3C	chr16	2796408	2796532	-
HGNC:30715	360226	PRSS41	chr16	2798470	2805304	+
HGNC:9485	10942	PRSS21	chr16	2817237	2821719	+
HGNC:49617	100130566	EIF1P4	chr16	2822657	2822994	-
HGNC:30456	124220	ZG16B	chr16	2830303	2832276	+
NA	124903628	LOC124903628	chr16	2835918	2839576	+
HGNC:28753	124221	PRSS30P	chr16	2839573	2842751	-
HGNC:14368	64063	PRSS22	chr16	2852730	2858170	-
NA	101929566	LOC101929566	chr16	2866348	2868204	-
HGNC:25178	114984	FLYWCH2	chr16	2883195	2899382	+
HGNC:25404	84256	FLYWCH1	chr16	2911931	2951208	+
HGNC:51577	100507357	RPL23AP86	chr16	2922643	2923229	-
NA	105371055	LOC105371055	chr16	2938463	2956157	-
HGNC:18797	79412	KREMEN2	chr16	2964275	2968380	+
HGNC:26386	124222	PAQR4	chr16	2969348	2973484	+
HGNC:29650	9088	PKMYT1	chr16	2972808	2980446	-
HGNC:27549	283875	GREP1	chr16	2988262	3002011	+
HGNC:2051	9080	CLDN9	chr16	3012923	3014505	+
HGNC:2048	9074	CLDN6	chr16	3014712	3018183	-
HGNC:18152	51330	TNFRSF12A	chr16	3020368	3022383	+
HGNC:21198	54985	HCFC1R1	chr16	3022620	3024286	-
HGNC:28369	79228	THOC6	chr16	3024035	3027750	+
HGNC:33584	146439	BICDL2	chr16	3027682	3036944	-
NA	100128770	LOC100128770	chr16	3032481	3039133	+
HGNC:14246	64386	MMP25	chr16	3046561	3060726	+
HGNC:51372	100507419	MMP25-AS1	chr16	3052125	3059370	-
NA	124900372	LOC124900372	chr16	3053354	3059370	-
HGNC:16830	9235	IL32	chr16	3065403	3069530	+
HGNC:48467	106866915	RNU1-125P	chr16	3069523	3069651	+
NA	107984896	LOC107984896	chr16	3073218	3074596	-
HGNC:41963	100873863	RNU1-22P	chr16	3086143	3086300	+
HGNC:12997	84891	ZSCAN10	chr16	3088890	3099294	-
NA	124903629	LOC124903629	chr16	3106762	3109579	+
HGNC:28586	81854	ZNF205-AS1	chr16	3110460	3115598	-
HGNC:12996	7755	ZNF205	chr16	3112586	3120517	+
HGNC:50505	100507458	ZNF213-AS1	chr16	3125529	3134882	-
HGNC:13005	7760	ZNF213	chr16	3135029	3142804	+
HGNC:27290	197350	CASP16P	chr16	3144291	3149946	+
HGNC:34735	100189173	TRR-CCG1-3	chr16	3150674	3150746	+
HGNC:35049	100189476	TRP-AGG6-1	chr16	3152608	3152679	-
HGNC:34730	100189168	TRR-CCT3-1	chr16	3152900	3152972	+
HGNC:34681	100189119	TRK-CTT3-1	chr16	3157405	3157477	-
HGNC:34903	100189335	TRP-TGG3-3	chr16	3158922	3158993	+
HGNC:34807	100189244	TRK-CTT8-1	chr16	3164938	3165010	+
HGNC:35056	100189483	TRP-TGG4-1	chr16	3170960	3171030	-
HGNC:34784	100189221	TRP-CGG1-2	chr16	3172048	3172119	+
HGNC:34848	100189282	TRK-CTT2-5	chr16	3175691	3175763	+
HGNC:34772	100189209	TRK-CTT5-1	chr16	3180554	3180626	-
HGNC:34698	100189136	TRP-AGG2-7	chr16	3182635	3182706	-
HGNC:34956	100189388	TRP-TGG3-4	chr16	3184133	3184204	-
HGNC:34847	100189281	TRP-TGG3-5	chr16	3188094	3188165	+
HGNC:8194	4992	OR1F1	chr16	3188204	3206506	+
HGNC:34862	100189296	TRP-AGG2-8	chr16	3189634	3189705	+
HGNC:34621	100189062	TRK-CTT4-1	chr16	3191501	3191573	+
HGNC:34579	100189020	TRP-AGG1-1	chr16	3191989	3192060	+
HGNC:35039	100189467	TRK-CTT14-1	chr16	3196153	3196225	+
HGNC:8196	26184	OR1F2P	chr16	3215562	3216546	+
HGNC:12993	7752	ZNF200	chr16	3222325	3235158	-
HGNC:6998	4210	MEFV	chr16	3242027	3256633	-
HGNC:26830	283876	LINC00921	chr16	3263768	3267567	+
HGNC:13056	10127	ZNF263	chr16	3283491	3301401	+
HGNC:18331	91151	TIGD7	chr16	3298808	3305430	-
HGNC:13146	7627	ZNF75A	chr16	3305497	3323465	+
HGNC:8242	4993	OR2C1	chr16	3322931	3358137	+
NA	646140	LOC646140	chr16	3323032	3323950	-
NA	105371059	LOC105371059	chr16	3365115	3399669	+
HGNC:52157	107126362	MTCO2P28	chr16	3367465	3367583	+
HGNC:52093	107075169	MTCO1P28	chr16	3367719	3369246	-
HGNC:52065	107161146	MTND2P34	chr16	3369598	3369743	+
HGNC:42100	100287461	MTND1P8	chr16	3369950	3370905	-
HGNC:37161	100463285	MTRNR2L4	chr16	3371053	3372283	-
HGNC:20812	54925	ZSCAN32	chr16	3382085	3401004	-
HGNC:12963	7727	ZNF174	chr16	3401215	3409364	+
HGNC:26573	146434	ZNF597	chr16	3432414	3443504	-
HGNC:25875	79903	NAA60	chr16	3443611	3486963	+
HGNC:50099	102465134	MIR6126	chr16	3485381	3485469	-
HGNC:34455	646174	C16orf90	chr16	3493484	3496652	-
HGNC:19009	23059	CLUAP1	chr16	3495427	3539048	+
HGNC:36115	390671	RPL18P12	chr16	3496167	3496803	+
HGNC:29889	197358	NLRC3	chr16	3539033	3577403	-
NA	101929732	LOC101929732	chr16	3541909	3559589	+
NA	124903632	LOC124903632	chr16	3564948	3572238	+
NA	105371060	LOC105371060	chr16	3577503	3581221	+
HGNC:23845	84464	SLX4	chr16	3581181	3611606	-
HGNC:2956	1773	DNASE1	chr16	3611760	3665461	+
NA	124903631	LOC124903631	chr16	3650636	3657767	-
HGNC:16264	10131	TRAP1	chr16	3658037	3717524	-
NA	124903630	LOC124903630	chr16	3674494	3681636	+
HGNC:2348	1387	CREBBP	chr16	3725054	3880713	-
HGNC:54406	102724927	LINC02861	chr16	3947609	3950444	-
HGNC:240	115	ADCY9	chr16	3953387	4116442	-
NA	124903633	LOC124903633	chr16	3992130	3994324	+
NA	124900373	LOC124900373	chr16	4050272	4054620	-
HGNC:38517	791082	DBIP3	chr16	4130592	4130995	+
NA	105371062	LOC105371062	chr16	4180117	4182201	-
HGNC:11295	6345	SRL	chr16	4189374	4242080	-
HGNC:51380	100507501	LINC01569	chr16	4245825	4253789	-
HGNC:11745	7023	TFAP4	chr16	4257186	4273023	-
NA	124903634	LOC124903634	chr16	4263876	4266706	+
HGNC:29450	84662	GLIS2	chr16	4314761	4339595	+
HGNC:51381	101926896	GLIS2-AS1	chr16	4324648	4328340	-
HGNC:44424	100529144	CORO7-PAM16	chr16	4340251	4416596	-
HGNC:29679	51025	PAM16	chr16	4340251	4351321	-
HGNC:26161	79585	CORO7	chr16	4354542	4416596	-
HGNC:18517	114990	VASN	chr16	4371848	4383538	+
NA	124903635	LOC124903635	chr16	4416725	4425789	-
HGNC:11808	9093	DNAJA3	chr16	4425868	4456775	+
HGNC:24987	57407	NMRAL1	chr16	4461694	4476337	-
HGNC:5014	3163	HMOX2	chr16	4474736	4510347	+
NA	124903636	LOC124903636	chr16	4479264	4495690	-
HGNC:13234	29965	CDIP1	chr16	4510669	4538773	-
HGNC:40031	342346	C16orf96	chr16	4538601	4600758	+
HGNC:43993	106480442	SUB1P3	chr16	4562616	4563249	-
HGNC:29576	124402	UBALD1	chr16	4608884	4614888	-
HGNC:20254	23295	MGRN1	chr16	4624826	4690972	+
HGNC:46866	106479532	RN7SL850P	chr16	4633591	4633881	-
HGNC:50079	102466731	MIR6769A	chr16	4671318	4671390	+
HGNC:28154	84309	NUDT16L1	chr16	4693562	4695859	+
HGNC:29422	124401	ANKS3	chr16	4696511	4734271	-
HGNC:25081	146562	DNAAF8	chr16	4734537	4749396	+
HGNC:23716	26048	ZNF500	chr16	4744245	4767162	-
HGNC:26348	124404	SEPTIN12	chr16	4777606	4791828	-
HGNC:48329	440335	SMIM22	chr16	4788397	4796491	+
HGNC:29478	79641	ROGDI	chr16	4796968	4802633	-
HGNC:24434	84656	GLYR1	chr16	4803203	4847288	-
NA	124903638	LOC124903638	chr16	4839243	4841390	-
HGNC:12506	29855	UBN1	chr16	4847481	4882401	+
HGNC:9273	5493	PPL	chr16	4882507	4937148	-
NA	124903637	LOC124903637	chr16	4895352	4914448	+
NA	105371064	LOC105371064	chr16	4915063	4925928	+
HGNC:29032	9717	SEC14L5	chr16	4958330	5019157	+
HGNC:17378	51172	NAGPA	chr16	5024844	5033935	-
HGNC:44184	100507589	NAGPA-AS1	chr16	5033702	5042971	+
HGNC:28687	146556	C16orf89	chr16	5042772	5065956	-
HGNC:18294	56052	ALG1	chr16	5071843	5087379	+
HGNC:32221	196483	EEF2KMT	chr16	5084284	5097795	-
HGNC:51387	106481720	ENPP7P14	chr16	5110793	5148685	-
NA	107984828	LOC107984828	chr16	5115280	5118128	+
NA	105371067	LOC105371067	chr16	5204931	5236817	+
HGNC:53025	105371066	LINC02164	chr16	5213595	5221665	-
HGNC:18222	54715	RBFOX1	chr16	5239738	7713340	+
NA	124903639	LOC124903639	chr16	5260676	5261044	-
HGNC:36792	100127963	RPS3AP48	chr16	5270150	5270998	+
HGNC:49835	106480292	SNRPCP20	chr16	5289142	5289426	-
HGNC:7923	4872	NPM1P3	chr16	5365780	5367008	+
HGNC:51382	101926950	LINC01570	chr16	5601169	5616250	-
HGNC:49959	102465867	MIR8065	chr16	5632467	5632566	+
HGNC:45633	106480814	RNU7-99P	chr16	6748908	6748969	+
HGNC:47420	106479768	RNU6-457P	chr16	6873899	6874005	+
HGNC:47291	106479711	RNU6-328P	chr16	7004007	7004112	-
NA	105371068	LOC105371068	chr16	7042611	7055491	-
HGNC:36254	100271576	RPS26P51	chr16	7126025	7126660	-
NA	124903640	LOC124903640	chr16	7301557	7304680	-
NA	124900381	LOC124900381	chr16	7726841	7726951	-
NA	105371069	LOC105371069	chr16	7876483	7894395	-
NA	105371070	LOC105371070	chr16	7976671	8112855	-
NA	124903641	LOC124903641	chr16	8091610	8099473	+
HGNC:53014	105371071	LINC02152	chr16	8295146	8299772	+
NA	105371072	LOC105371072	chr16	8379167	8404073	+
NA	100131080	LOC100131080	chr16	8508052	8508644	+
HGNC:33227	283953	TMEM114	chr16	8526552	8590511	-
HGNC:28368	79091	METTL22	chr16	8621698	8667274	+
HGNC:23	18	ABAT	chr16	8674617	8784570	+
HGNC:46759	106479492	RN7SL743P	chr16	8683259	8683551	+
HGNC:34159	100151658	RNU7-63P	chr16	8705457	8705518	-
NA	107984840	LOC107984840	chr16	8737429	8742130	-
NA	124903642	LOC124903642	chr16	8787921	8797087	+
HGNC:24530	25880	TMEM186	chr16	8795180	8797639	-
HGNC:9115	5373	PMM2	chr16	8797839	8849325	+
NA	100130283	LOC100130283	chr16	8849469	8860417	+
HGNC:17150	23589	CARHSP1	chr16	8852942	8869006	-
HGNC:53927	101929989	LITAFD	chr16	8882351	8885350	+
HGNC:12630	7874	USP7	chr16	8892097	8963906	-
HGNC:55379	105371074	USP7-AS1	chr16	8962713	8966990	+
HGNC:30103	29035	C16orf72	chr16	9091644	9121635	+
HGNC:35614	653737	RPL21P119	chr16	9156342	9156921	-
NA	101927026	LOC101927026	chr16	9184662	9657270	+
NA	105371075	LOC105371075	chr16	9294812	9297974	+
HGNC:53039	101927009	LINC02177	chr16	9355588	9408093	+
HGNC:49549	104355218	LINC01177	chr16	9441294	9444985	-
HGNC:49550	104266959	LINC01195	chr16	9446013	9455505	-
HGNC:43303	106479012	RNA5SP403	chr16	9564390	9564497	-
HGNC:43304	100873656	RNA5SP404	chr16	9600097	9600228	+
HGNC:4585	2903	GRIN2A	chr16	9753404	10182908	-
NA	105371077	LOC105371077	chr16	9790975	9810765	+
NA	105371076	LOC105371076	chr16	10031636	10037297	+
HGNC:6054	727833	IMPDH1P11	chr16	10111309	10113590	+
NA	107984900	LOC107984900	chr16	10214505	10217160	-
HGNC:46509	106479403	RN7SL493P	chr16	10221775	10222073	-
NA	105371078	LOC105371078	chr16	10225754	10252643	-
HGNC:20397	80063	ATF7IP2	chr16	10386061	10483638	+
NA	107984877	LOC107984877	chr16	10440745	10455102	-
HGNC:47596	106481381	RNU6-633P	chr16	10496270	10496373	+
HGNC:50356	106144584	LINC01290	chr16	10514842	10528198	-
HGNC:3334	2013	EMP2	chr16	10528422	10580598	-
HGNC:26554	146279	TEKT5	chr16	10627501	10694930	-
NA	105371079	LOC105371079	chr16	10690863	10692973	+
HGNC:52301	109729143	MTCYBP33	chr16	10718633	10719762	-
HGNC:52175	107075298	MTND6P33	chr16	10719833	10720015	+
HGNC:51952	107075118	MTND5P33	chr16	10720015	10721464	-
HGNC:51948	107075308	MTND4P34	chr16	10721698	10722265	-
HGNC:42258	107075103	MTND4LP24	chr16	10723065	10723355	-
HGNC:52073	107075277	MTND3P13	chr16	10723424	10723766	-
HGNC:52127	107075217	MTCO3P24	chr16	10723836	10724617	-
HGNC:52180	107075232	MTATP6P24	chr16	10724620	10725296	-
HGNC:8041	4682	NUBP1	chr16	10743842	10769351	+
HGNC:20398	780776	TVP23A	chr16	10757318	10818794	-
NA	729945	LOC729945	chr16	10839598	10841553	-
HGNC:7067	4261	CIITA	chr16	10866206	10943021	+
HGNC:13267	28955	DEXI	chr16	10928891	10942468	-
HGNC:29013	23274	CLEC16A	chr16	10944564	11182186	+
HGNC:36706	642451	RPL7P46	chr16	11026961	11028561	+
NA	105371081	LOC105371081	chr16	11129371	11135050	-
NA	107984859	LOC107984859	chr16	11210935	11224964	+
HGNC:48816	100421828	HNRNPCP4	chr16	11242466	11243749	+
NA	105371082	LOC105371082	chr16	11249601	11395790	+
HGNC:19383	8651	SOCS1	chr16	11254417	11256204	-
HGNC:11952	7142	TNP2	chr16	11267857	11269325	-
HGNC:13732	58531	PRM3	chr16	11273199	11273629	-
NA	124900380	LOC124900380	chr16	11274113	11274236	-
HGNC:9448	5620	PRM2	chr16	11275639	11276480	-
HGNC:9447	5619	PRM1	chr16	11280841	11281330	-
NA	124903805	LOC124903805	chr16	11293210	11293313	+
HGNC:35343	100313773	MIR548H2	chr16	11306440	11306527	-
NA	105371083	LOC105371083	chr16	11341809	11345212	-
HGNC:28349	116028	RMI2	chr16	11345459	11351760	+
NA	400499	LOC400499	chr16	11372015	11527577	-
NA	100420951	LOC100420951	chr16	11380859	11381361	-
NA	101927131	LOC101927131	chr16	11465260	11473175	+
NA	124903807	LOC124903807	chr16	11467641	11467729	+
HGNC:16841	9516	LITAF	chr16	11547722	11640317	-
NA	124903643	LOC124903643	chr16	11640462	11641547	+
HGNC:11149	8303	SNN	chr16	11668455	11679152	+
HGNC:28030	51061	TXNDC11	chr16	11679083	11742857	-
HGNC:30959	29066	ZC3H7A	chr16	11750597	11797258	-
HGNC:22170	400500	BCAR4	chr16	11819830	11828832	-
HGNC:24534	26156	RSL1D1	chr16	11833850	11851542	-
HGNC:4621	2935	GSPT1	chr16	11868128	11916654	-
HGNC:2286	9384	COX6CP1	chr16	11903753	11904193	-
HGNC:37451	729978	NPIPB2	chr16	11927263	11976643	-
HGNC:11913	608	TNFRSF17	chr16	11965210	11968068	+
HGNC:44642	106480800	UBL5P4	chr16	11968508	11968743	-
HGNC:30542	92017	SNX29	chr16	11976734	12574287	+
HGNC:36511	100271367	RPS23P6	chr16	12081237	12081532	+
NA	642696	LOC642696	chr16	12087711	12089940	-
NA	124900383	LOC124900383	chr16	12297197	12297323	-
NA	101927227	LOC101927227	chr16	12366978	12372601	-
NA	105371087	LOC105371087	chr16	12370506	12376047	+
NA	124903644	LOC124903644	chr16	12512671	12514772	-
NA	105371085	LOC105371085	chr16	12530917	12611142	-
NA	105371088	LOC105371088	chr16	12651784	12653373	-
HGNC:25632	55313	CPPED1	chr16	12659799	12803887	-
HGNC:41900	100616195	MIR4718	chr16	12720321	12720371	+
NA	105371090	LOC105371090	chr16	12745840	12760549	+
NA	124900378	LOC124900378	chr16	12842487	12842610	-
HGNC:36324	100271641	RPL35AP34	chr16	12881079	12881540	+
