hgnc_id	ensembl_gene_id	symbol	ensembl_transcript_id	contig	start	end	strand
HGNC:11610	ENSG00000173991.6	TCAP	ENST00000309889.3	chr17	39665349	39666554	+
HGNC:9160	ENSG00000141744.4	PNMT	ENST00000269582.3	chr17	39667981	39670475	+
HGNC:23719	ENSG00000161395.14	PGAP3	ENST00000300658.9	chr17	39671122	39696797	-
HGNC:3430	ENSG00000141736.14	ERBB2	ENST00000269571.10	chr17	39687914	39730426	+
HGNC:41632	ENSG00000265178.1	MIR4728		chr17	39726495	39726561	+
HGNC:28230	ENSG00000141741.12	MIEN1	ENST00000394231.8	chr17	39728496	39730532	-
HGNC:4567	ENSG00000141738.14	GRB7	ENST00000309156.9	chr17	39737927	39747291	+
HGNC:13178	ENSG00000161405.17	IKZF3	ENST00000346872.8	chr17	39757718	39864312	-
HGNC:39868	ENSG00000264663.1	KRT8P34		chr17	39835037	39836080	-
HGNC:20678	ENSG00000186075.13	ZPBP2	ENST00000348931.9	chr17	39868202	39877896	+
HGNC:23690	ENSG00000073605.19	GSDMB	ENST00000418519.6	chr17	39904595	39919854	-
HGNC:16038	ENSG00000172057.10	ORMDL3	ENST00000304046.7	chr17	39921041	39927601	-
HGNC:40034	ENSG00000204913.7	LRRC3C	ENST00000377924.6	chr17	39927732	39944999	+
HGNC:13311	ENSG00000167914.12	GSDMA	ENST00000301659.9	chr17	39953263	39977768	+
HGNC:9560	ENSG00000108344.15	PSMD3	ENST00000264639.9	chr17	39980807	39997959	+
HGNC:2438	ENSG00000108342.13	CSF3	ENST00000394149.8	chr17	40015361	40017813	+
HGNC:22963	ENSG00000008838.21	MED24	ENST00000394128.7	chr17	40019097	40061215	-
HGNC:50091	ENSG00000283721.1	MIR6884		chr17	40026332	40026409	-
HGNC:33563	ENSG00000238793.1	SNORD124		chr17	40027542	40027645	-
HGNC:11796	ENSG00000126351.13	THRA	ENST00000450525.7	chr17	40058290	40093867	+
HGNC:7962	ENSG00000126368.6	NR1D1	ENST00000246672.4	chr17	40092793	40100589	-
HGNC:27905	ENSG00000188895.12	MSL1	ENST00000398532.9	chr17	40121971	40136917	+
HGNC:17040	ENSG00000108349.17	CASC3	ENST00000264645.12	chr17	40140318	40172171	+
HGNC:49932	ENSG00000284144.1	MIR6866		chr17	40161933	40162001	+
HGNC:17428	ENSG00000108352.13	RAPGEFL1	ENST00000620260.6	chr17	40177010	40195656	+
HGNC:50134	ENSG00000274621.1	MIR6867		chr17	40193597	40193663	+
HGNC:30923	ENSG00000171475.14	WIPF2	ENST00000323571.9	chr17	40219304	40284136	+
HGNC:1744	ENSG00000094804.12	CDC6	ENST00000209728.9	chr17	40287879	40304657	+
HGNC:9864	ENSG00000131759.18	RARA	ENST00000254066.10	chr17	40309180	40357643	+
HGNC:49577	ENSG00000265666.1	RARA-AS1		chr17	40340867	40343136	-
HGNC:19147	ENSG00000183153.7	GJD3	ENST00000578689.2	chr17	40360652	40364737	-
HGNC:53678	ENSG00000264655.1	PPIAP54		chr17	40367952	40368438	+
HGNC:43341	ENSG00000252618.1	RNA5SP441		chr17	40374089	40374176	+
HGNC:11989	ENSG00000131747.15	TOP2A	ENST00000423485.6	chr17	40388525	40417896	-
HGNC:35975	ENSG00000240125.1	RPL23AP75		chr17	40439467	40439917	-
HGNC:5473	ENSG00000141753.7	IGFBP4	ENST00000269593.5	chr17	40443450	40457725	+
HGNC:24352	ENSG00000131746.13	TNS4	ENST00000254051.11	chr17	40475828	40501623	-
HGNC:1608	ENSG00000126353.3	CCR7	ENST00000246657.2	chr17	40553769	40565472	-
HGNC:11109	ENSG00000073584.20	SMARCE1	ENST00000348513.12	chr17	40624962	40648654	-
HGNC:28695	ENSG00000213424.9	KRT222	ENST00000394052.5	chr17	40654665	40665181	-
HGNC:55253	ENSG00000224244.1	KRT224P		chr17	40687038	40689360	-
HGNC:18527	ENSG00000167916.5	KRT24	ENST00000264651.3	chr17	40697991	40703752	-
HGNC:32968	ENSG00000229028.3	KRT223P		chr17	40717234	40721932	-
HGNC:30839	ENSG00000204897.7	KRT25	ENST00000312150.5	chr17	40748021	40755331	-
HGNC:30840	ENSG00000186393.5	KRT26	ENST00000335552.4	chr17	40766238	40772162	-
HGNC:30841	ENSG00000171446.7	KRT27	ENST00000301656.4	chr17	40776808	40782550	-
HGNC:30842	ENSG00000173908.9	KRT28	ENST00000306658.8	chr17	40792196	40799959	-
HGNC:6413	ENSG00000186395.9	KRT10	ENST00000269576.6	chr17	40818117	40822614	-
HGNC:28305	ENSG00000167920.11	KRT10-AS1		chr17	40819106	40836270	+
HGNC:6414	ENSG00000187242.6	KRT12	ENST00000251643.5	chr17	40861303	40867223	-
HGNC:20412	ENSG00000171431.4	KRT20	ENST00000167588.4	chr17	40875889	40885242	-
HGNC:6438	ENSG00000108244.17	KRT23	ENST00000209718.8	chr17	40922700	40937646	-
HGNC:32971	ENSG00000196859.8	KRT39	ENST00000355612.7	chr17	40958417	40966948	-
HGNC:26707	ENSG00000204889.11	KRT40	ENST00000377755.9	chr17	40977715	40987135	-
HGNC:18890	ENSG00000212899.3	KRTAP3-3	ENST00000391586.3	chr17	40993430	40994164	-
HGNC:16779	ENSG00000212900.3	KRTAP3-2	ENST00000391587.3	chr17	40999193	40999906	-
HGNC:18919	ENSG00000226776.1	KRTAP3-4P		chr17	41004481	41004760	-
HGNC:16778	ENSG00000212901.4	KRTAP3-1	ENST00000391588.3	chr17	41008521	41019324	-
HGNC:16777	ENSG00000221852.5	KRTAP1-5	ENST00000361883.6	chr17	41026026	41027208	-
HGNC:18904	ENSG00000204887.5	KRTAP1-4	ENST00000377747.5	chr17	41029351	41030195	-
HGNC:16771	ENSG00000221880.4	KRTAP1-3	ENST00000344363.7	chr17	41033884	41034874	-
HGNC:16772	ENSG00000188581.9	KRTAP1-1	ENST00000306271.5	chr17	41040541	41041450	-
HGNC:16775	ENSG00000212725.4	KRTAP2-1	ENST00000391419.3	chr17	41046541	41047316	-
HGNC:18905	ENSG00000214518.4	KRTAP2-2	ENST00000398477.1	chr17	41054498	41055230	-
HGNC:18906	ENSG00000212724.3	KRTAP2-3	ENST00000391418.3	chr17	41059240	41060114	-
HGNC:18891	ENSG00000213417.3	KRTAP2-4	ENST00000394015.3	chr17	41065116	41065879	-
HGNC:18920	ENSG00000237230.1	KRTAP2-5P		chr17	41071946	41072341	+
HGNC:18898	ENSG00000240871.6	KRTAP4-7	ENST00000391417.5	chr17	41084150	41085141	+
HGNC:17230	ENSG00000204880.9	KRTAP4-8	ENST00000333822.5	chr17	41096981	41098142	-
HGNC:18921	ENSG00000241241.1	KRTAP4-16	ENST00000440582.1	chr17	41101502	41102209	-
HGNC:18910	ENSG00000212722.8	KRTAP4-9	ENST00000391415.1	chr17	41105332	41106488	+
HGNC:18911	ENSG00000212721.4	KRTAP4-11	ENST00000391413.4	chr17	41117181	41118373	-
HGNC:16776	ENSG00000213416.4	KRTAP4-12	ENST00000394014.2	chr17	41123091	41124182	-
HGNC:18909	ENSG00000198090.3	KRTAP4-6	ENST00000345847.4	chr17	41139433	41140487	-
HGNC:18899	ENSG00000198271.5	KRTAP4-5	ENST00000343246.6	chr17	41148924	41149825	-
HGNC:16928	ENSG00000171396.12	KRTAP4-4	ENST00000390661.5	chr17	41159649	41160748	-
HGNC:18908	ENSG00000196156.5	KRTAP4-3	ENST00000391356.4	chr17	41167231	41168221	-
HGNC:18900	ENSG00000244537.3	KRTAP4-2	ENST00000377726.3	chr17	41177446	41178221	-
HGNC:18907	ENSG00000198443.8	KRTAP4-1	ENST00000398472.2	chr17	41184100	41184911	-
HGNC:53814	ENSG00000251439.1	KRTAP4-17P		chr17	41186944	41187136	-
HGNC:18912	ENSG00000240542.5	KRTAP9-1	ENST00000398470.1	chr17	41189887	41190639	+
HGNC:48873	ENSG00000248807.1	KRTAP9-12P		chr17	41212706	41213237	+
HGNC:16926	ENSG00000239886.5	KRTAP9-2	ENST00000377721.3	chr17	41226648	41227652	+
HGNC:16927	ENSG00000204873.5	KRTAP9-3	ENST00000411528.4	chr17	41232449	41233454	+
HGNC:17231	ENSG00000187272.7	KRTAP9-8	ENST00000254072.7	chr17	41237999	41239004	+
HGNC:18902	ENSG00000241595.2	KRTAP9-4	ENST00000334109.3	chr17	41249687	41250653	+
HGNC:16773	ENSG00000198083.9	KRTAP9-9	ENST00000394008.1	chr17	41255384	41256364	+
HGNC:18914	ENSG00000212659.1	KRTAP9-6	ENST00000391355.1	chr17	41265339	41266641	+
HGNC:18918	ENSG00000229351.1	KRTAP9-11P		chr17	41271311	41271835	+
HGNC:18915	ENSG00000180386.7	KRTAP9-7	ENST00000391354.1	chr17	41275659	41276697	+
HGNC:34210	ENSG00000237183.1	KRTAP9-10P		chr17	41280604	41280810	+
HGNC:34211	ENSG00000212658.1	KRTAP29-1	ENST00000391353.1	chr17	41301826	41302851	-
HGNC:18916	ENSG00000212657.2	KRTAP16-1	ENST00000391352.2	chr17	41307700	41309309	-
HGNC:18917	ENSG00000186860.5	KRTAP17-1	ENST00000334202.5	chr17	41314912	41315710	-
HGNC:43569	ENSG00000233014.1	TBC1D3P7		chr17	41323427	41329545	+
HGNC:6450	ENSG00000006059.4	KRT33A	ENST00000007735.4	chr17	41346092	41350828	-
HGNC:6451	ENSG00000131738.11	KRT33B	ENST00000251646.8	chr17	41363498	41369813	-
HGNC:6452	ENSG00000131737.7	KRT34	ENST00000394001.3	chr17	41377669	41382306	-
HGNC:6448	ENSG00000094796.5	KRT31	ENST00000251645.3	chr17	41393721	41397608	-
HGNC:6457	ENSG00000225438.1	KRT41P		chr17	41406512	41411775	-
HGNC:6455	ENSG00000108417.4	KRT37	ENST00000225550.4	chr17	41420547	41424585	-
HGNC:6456	ENSG00000171360.4	KRT38	ENST00000246646.4	chr17	41436154	41440983	-
HGNC:48870	ENSG00000236473.1	KRT43P		chr17	41448183	41454055	-
HGNC:6449	ENSG00000108759.4	KRT32	ENST00000225899.4	chr17	41459513	41467386	-
HGNC:48525	ENSG00000223125.1	RNU2-32P		chr17	41467956	41468146	+
HGNC:6453	ENSG00000197079.9	KRT35	ENST00000246639.7	chr17	41476710	41481151	-
HGNC:6454	ENSG00000126337.14	KRT36	ENST00000328119.11	chr17	41486136	41492546	-
HGNC:6415	ENSG00000171401.15	KRT13	ENST00000246635.8	chr17	41500981	41505705	-
HGNC:6421	ENSG00000171346.16	KRT15	ENST00000254043.8	chr17	41513745	41522529	-
HGNC:50101	ENSG00000283796.1	MIR6510		chr17	41517164	41517217	-
HGNC:6436	ENSG00000171345.13	KRT19	ENST00000361566.7	chr17	41523617	41528308	-
HGNC:27105	ENSG00000226629.1	LINC00974		chr17	41549606	41554495	-
HGNC:6447	ENSG00000171403.10	KRT9	ENST00000246662.9	chr17	41565836	41572059	-
HGNC:6416	ENSG00000186847.6	KRT14	ENST00000167586.7	chr17	41582279	41586895	-
HGNC:6423	ENSG00000186832.9	KRT16	ENST00000301653.9	chr17	41609778	41615899	-
HGNC:6427	ENSG00000128422.18	KRT17	ENST00000311208.13	chr17	41619442	41624842	-
HGNC:27581	ENSG00000214514.8	KRT42P		chr17	41626327	41640199	-
HGNC:3249	ENSG00000173812.11	EIF1	ENST00000469257.2	chr17	41688885	41692668	+
HGNC:4164	ENSG00000184502.4	GAST	ENST00000329402.4	chr17	41712331	41715969	+
HGNC:4812	ENSG00000173805.16	HAP1	ENST00000347901.9	chr17	41717742	41734644	-
HGNC:43342	ENSG00000201920.1	RNA5SP442		chr17	41718154	41718260	+
HGNC:46415	ENSG00000239542.3	RN7SL399P		chr17	41730127	41730405	-
HGNC:6207	ENSG00000173801.17	JUP	ENST00000393931.8	chr17	41754604	41786931	-
HGNC:16946	ENSG00000141696.13	P3H4	ENST00000393928.6	chr17	41801947	41812604	-
HGNC:18169	ENSG00000141756.19	FKBP10	ENST00000321562.9	chr17	41812680	41823213	+
HGNC:28300	ENSG00000141698.17	NT5C3B	ENST00000435506.7	chr17	41825057	41836260	-
HGNC:18829	ENSG00000161594.7	KLHL10	ENST00000293303.5	chr17	41835685	41848384	+
HGNC:19008	ENSG00000178502.6	KLHL11	ENST00000319121.4	chr17	41848518	41865423	-
HGNC:115	ENSG00000131473.17	ACLY	ENST00000352035.7	chr17	41866917	41930542	-
HGNC:25280	ENSG00000204815.10	ODAD4	ENST00000377540.6	chr17	41930617	41966503	+
HGNC:2158	ENSG00000173786.17	CNP	ENST00000393892.8	chr17	41966763	41977740	+
HGNC:12392	ENSG00000168259.17	DNAJC7	ENST00000457167.9	chr17	41976421	42021376	-
HGNC:17898	ENSG00000168256.18	NKIRAS2	ENST00000393885.9	chr17	42011382	42025644	+
HGNC:33722	ENSG00000187595.17	ZNF385C	ENST00000692273.1	chr17	42025576	42098479	-
HGNC:53437	ENSG00000267221.3	C17orf113	ENST00000587304.3	chr17	42038232	42050601	-
HGNC:29517	ENSG00000108771.13	DHX58	ENST00000251642.8	chr17	42101404	42112714	-
HGNC:4201	ENSG00000108773.11	KAT2A	ENST00000225916.10	chr17	42113111	42121367	-
HGNC:30589	ENSG00000260325.2	HSPB9	ENST00000565659.2	chr17	42122804	42123352	+
HGNC:9785	ENSG00000108774.15	RAB5C	ENST00000346213.9	chr17	42124978	42155044	-
HGNC:55289	ENSG00000267658.1	RAB5C-AS1		chr17	42154600	42155972	+
HGNC:6253	ENSG00000089558.9	KCNH4	ENST00000264661.4	chr17	42156891	42181142	-
HGNC:4847	ENSG00000161610.1	HCRT	ENST00000293330.1	chr17	42184060	42185452	-
HGNC:24438	ENSG00000167925.16	GHDC	ENST00000587427.6	chr17	42188799	42194532	-
HGNC:11367	ENSG00000173757.10	STAT5B	ENST00000293328.8	chr17	42199177	42276707	-
HGNC:11366	ENSG00000126561.18	STAT5A	ENST00000590949.6	chr17	42287547	42311943	+
HGNC:11364	ENSG00000168610.16	STAT3	ENST00000264657.10	chr17	42313324	42388540	-
HGNC:9688	ENSG00000177469.13	CAVIN1	ENST00000357037.6	chr17	42402449	42423256	-
HGNC:45631	ENSG00000238704.1	RNU7-97P		chr17	42440198	42440259	-
HGNC:865	ENSG00000033627.17	ATP6V0A1	ENST00000343619.9	chr17	42458844	42522582	+
HGNC:43517	ENSG00000264314.1	MIR548AT		chr17	42494773	42494830	+
HGNC:43484	ENSG00000283929.1	MIR5010		chr17	42514188	42514307	+
HGNC:9637	ENSG00000267185.1	PTP4A2P1		chr17	42533532	42534009	+
HGNC:7632	ENSG00000108784.10	NAGLU	ENST00000225927.7	chr17	42536241	42544449	+
HGNC:5216	ENSG00000108785.7	HSD17B1P1		chr17	42546764	42548706	+
HGNC:55314	ENSG00000266962.2	HSD17B1-AS1		chr17	42552436	42554748	-
HGNC:5210	ENSG00000108786.11	HSD17B1	ENST00000585807.6	chr17	42552922	42555214	+
HGNC:29932	ENSG00000068120.15	COASY	ENST00000393818.3	chr17	42561467	42566277	+
HGNC:11645	ENSG00000108788.12	MLX	ENST00000435881.7	chr17	42567072	42573239	+
HGNC:17928	ENSG00000131470.15	PSMC3IP	ENST00000393795.8	chr17	42572310	42577831	-
HGNC:27258	ENSG00000141699.11	RETREG3	ENST00000309428.10	chr17	42579513	42610623	-
HGNC:12417	ENSG00000131462.9	TUBG1	ENST00000251413.8	chr17	42609641	42615238	+
HGNC:38169	ENSG00000267189.1	ATP5MGP7		chr17	42647834	42648143	+
HGNC:39319	ENSG00000267132.1	HMGB3P27		chr17	42648178	42648738	+
HGNC:12419	ENSG00000037042.9	TUBG2	ENST00000251412.8	chr17	42659284	42667006	+
HGNC:26105	ENSG00000068137.15	PLEKHH3	ENST00000591022.6	chr17	42667914	42676994	-
HGNC:4474	ENSG00000184451.5	CCR10	ENST00000332438.4	chr17	42678889	42683917	-
HGNC:8011	ENSG00000108797.12	CNTNAP1	ENST00000264638.9	chr17	42682531	42699993	+
HGNC:3526	ENSG00000108799.13	EZH1	ENST00000428826.7	chr17	42700275	42745049	-
HGNC:50069	ENSG00000275273.1	MIR6780A		chr17	42708084	42708151	-
HGNC:39020	ENSG00000214578.5	HMGN2P15		chr17	42753530	42753799	-
HGNC:44358	ENSG00000197291.9	RAMP2-AS1		chr17	42753914	42761257	-
HGNC:9844	ENSG00000131477.11	RAMP2	ENST00000253796.10	chr17	42758447	42763041	+
HGNC:28122	ENSG00000131475.7	VPS25	ENST00000253794.7	chr17	42773449	42779599	+
HGNC:14544	ENSG00000126562.17	WNK4	ENST00000246914.10	chr17	42780610	42797066	+
HGNC:24990	ENSG00000183978.8	COA3	ENST00000328434.8	chr17	42795147	42798704	-
HGNC:26847	ENSG00000176563.10	CNTD1	ENST00000588408.6	chr17	42798800	42811587	+
HGNC:1034	ENSG00000126581.13	BECN1	ENST00000590099.6	chr17	42810134	42833350	-
HGNC:50185	ENSG00000278447.1	MIR6781		chr17	42823880	42823943	-
HGNC:9570	ENSG00000131467.12	PSME3	ENST00000590720.6	chr17	42824385	42843760	+
HGNC:549	ENSG00000131480.9	AOC2	ENST00000253799.8	chr17	42844580	42850707	+
HGNC:550	ENSG00000131471.7	AOC3	ENST00000308423.7	chr17	42851184	42858130	+
HGNC:48869	ENSG00000260105.6	AOC4P		chr17	42865922	42874369	+
HGNC:44339	ENSG00000213373.7	LINC00671		chr17	42874670	42898704	-
HGNC:47250	ENSG00000252039.1	RNU6-287P		chr17	42891338	42891435	-
HGNC:4056	ENSG00000131482.10	G6PC1	ENST00000253801.7	chr17	42900797	42914438	+
HGNC:28417	ENSG00000266967.7	AARSD1	ENST00000427569.7	chr17	42950526	42964498	-
HGNC:43946	ENSG00000108825.18	PTGES3L-AARSD1	ENST00000421990.7	chr17	42950526	42980528	-
HGNC:43943	ENSG00000267060.7	PTGES3L	ENST00000591916.7	chr17	42968088	42980433	-
HGNC:25418	ENSG00000198863.8	RUNDC1	ENST00000361677.6	chr17	42980565	42995142	+
HGNC:10328	ENSG00000131469.15	RPL27	ENST00000253788.12	chr17	42998273	43002959	+
HGNC:5399	ENSG00000068079.8	IFI35	ENST00000415816.7	chr17	43006740	43014456	+
HGNC:16919	ENSG00000108828.16	VAT1	ENST00000355653.8	chr17	43014607	43025123	-
HGNC:18315	ENSG00000108830.10	RND2	ENST00000587250.4	chr17	43025231	43032041	+
HGNC:1100	ENSG00000012048.23	BRCA1	ENST00000357654.9	chr17	43044295	43170245	-
HGNC:17959	ENSG00000240828.1	RPL21P4		chr17	43079302	43079780	+
HGNC:20691	ENSG00000198496.12	NBR2		chr17	43125551	43153671	+
HGNC:28470	ENSG00000267595.1	BRCA1P1		chr17	43168170	43168249	-
HGNC:6746	ENSG00000188554.15	NBR1	ENST00000590996.6	chr17	43170481	43211689	+
HGNC:28288	ENSG00000184988.8	TMEM106A	ENST00000612339.4	chr17	43211835	43220041	+
HGNC:43658	ENSG00000236383.9	CCDC200	ENST00000636331.2	chr17	43216941	43305397	-
HGNC:10142	ENSG00000274585.1	RNU2-1		chr17	43233787	43233977	-
HGNC:44361	ENSG00000188825.15	LINC00910		chr17	43338741	43389226	-
HGNC:10154	ENSG00000277084.1	RNU2-4P		chr17	43387226	43387417	-
HGNC:48100	ENSG00000252882.1	RNU6-1137P		chr17	43395993	43396091	-
HGNC:656	ENSG00000175906.5	ARL4D	ENST00000320033.5	chr17	43398993	43401137	+
HGNC:47433	ENSG00000251763.1	RNU6-470P		chr17	43412427	43412530	+
HGNC:51999	ENSG00000267151.5	MIR2117HG		chr17	43444707	43451200	+
HGNC:37311	ENSG00000284344.1	MIR2117		chr17	43444806	43444885	+
HGNC:47369	ENSG00000252279.1	RNU6-406P		chr17	43445507	43445613	+
HGNC:47934	ENSG00000252729.1	RNU6-971P		chr17	43473585	43473690	+
HGNC:2749	ENSG00000067596.12	DHX8	ENST00000262415.8	chr17	43483865	43610338	+
HGNC:3493	ENSG00000175832.13	ETV4	ENST00000319349.10	chr17	43527844	43579620	-
HGNC:7013	ENSG00000005102.14	MEOX1	ENST00000318579.9	chr17	43640389	43661922	-
HGNC:53935	ENSG00000267440.2	LINC02594		chr17	43679341	43706709	+
HGNC:14647	ENSG00000267253.1	WHSC1L2P		chr17	43718314	43720436	-
HGNC:13771	ENSG00000167941.3	SOST	ENST00000301691.3	chr17	43753738	43758791	-
HGNC:3069	ENSG00000108861.9	DUSP3	ENST00000226004.8	chr17	43766125	43778977	-
HGNC:37241	ENSG00000231256.8	CFAP97D1	ENST00000449302.8	chr17	43780435	43787620	+
HGNC:7221	ENSG00000161647.19	MPP3	ENST00000398389.9	chr17	43800799	43833170	-
HGNC:30455	ENSG00000161649.13	CD300LG	ENST00000317310.5	chr17	43847148	43863639	+
HGNC:7220	ENSG00000108852.16	MPP2	ENST00000269095.9	chr17	43875357	43909711	-
HGNC:17505	ENSG00000267496.4	FAM215A		chr17	43917194	43917985	+
HGNC:52803	ENSG00000261514.2	LINC01976		chr17	43938257	43938963	+
HGNC:9327	ENSG00000108849.8	PPY	ENST00000225992.8	chr17	43940804	43942476	-
HGNC:9748	ENSG00000131096.11	PYY	ENST00000692052.1	chr17	43952733	44004469	-
HGNC:17996	ENSG00000161653.11	NAGS	ENST00000293404.8	chr17	44004622	44009068	+
HGNC:28653	ENSG00000091947.10	TMEM101	ENST00000206380.8	chr17	44011188	44023946	-
HGNC:26407	ENSG00000161654.10	LSM12	ENST00000293406.8	chr17	44034328	44067619	-
HGNC:24861	ENSG00000141349.9	G6PC3	ENST00000269097.9	chr17	44070735	44076344	+
HGNC:14068	ENSG00000108840.16	HDAC5	ENST00000682912.1	chr17	44076746	44123702	-
HGNC:47094	ENSG00000212446.1	RNU6-131P		chr17	44135883	44135989	-
HGNC:28460	ENSG00000125319.15	HROB	ENST00000585683.6	chr17	44141906	44162476	+
HGNC:19768	ENSG00000161664.7	ASB16	ENST00000293414.6	chr17	44170447	44179084	+
HGNC:25442	ENSG00000267080.7	ASB16-AS1		chr17	44175968	44186723	-
HGNC:28459	ENSG00000168591.16	TMUB2	ENST00000538716.7	chr17	44186970	44191929	+
HGNC:25416	ENSG00000087152.16	ATXN7L3	ENST00000587097.6	chr17	44191805	44200113	-
HGNC:55298	ENSG00000267394.2	ATXN7L3-AS1		chr17	44198537	44216565	+
HGNC:12511	ENSG00000108312.15	UBTF	ENST00000436088.6	chr17	44205033	44221626	-
HGNC:50270	ENSG00000275107.1	MIR6782		chr17	44207771	44207839	-
HGNC:10842	ENSG00000267691.1	SHC1P2		chr17	44228760	44230228	-
HGNC:11027	ENSG00000004939.16	SLC4A1	ENST00000262418.12	chr17	44248390	44268141	-
HGNC:46523	ENSG00000239702.3	RN7SL507P		chr17	44290856	44291151	-
HGNC:51344	ENSG00000267750.6	RUNDC3A-AS1		chr17	44299574	44315315	-
HGNC:47416	ENSG00000252628.2	RNU6-453P		chr17	44307088	44307172	+
HGNC:16984	ENSG00000108309.14	RUNDC3A	ENST00000426726.8	chr17	44308413	44318670	+
HGNC:24279	ENSG00000013306.16	SLC25A39	ENST00000377095.10	chr17	44319625	44324870	-
HGNC:4601	ENSG00000030582.18	GRN	ENST00000053867.8	chr17	44345246	44353106	+
HGNC:30480	ENSG00000161682.15	FAM171A2	ENST00000293443.12	chr17	44353215	44363853	-
HGNC:39487	ENSG00000267634.1	RPL7L1P5		chr17	44365014	44365751	-
HGNC:6138	ENSG00000005961.19	ITGA2B	ENST00000262407.6	chr17	44372180	44389649	-
HGNC:29066	ENSG00000186566.13	GPATCH8	ENST00000591680.6	chr17	44395281	44503430	-
HGNC:46274	ENSG00000240589.3	RN7SL258P		chr17	44409059	44409358	-
HGNC:4040	ENSG00000180340.7	FZD2	ENST00000315323.5	chr17	44557484	44561262	+
HGNC:49559	ENSG00000267384.3	SMCO4P1		chr17	44645411	44645587	+
HGNC:49558	ENSG00000266979.1	LINC01180		chr17	44646364	44650349	-
HGNC:26670	ENSG00000180336.18	MEIOC	ENST00000409122.7	chr17	44656404	44690308	+
HGNC:26472	ENSG00000180329.14	CCDC43	ENST00000315286.13	chr17	44673069	44689779	-
HGNC:17883	ENSG00000161692.18	DBF4B	ENST00000315005.8	chr17	44708608	44752264	+
HGNC:46835	ENSG00000264251.2	RN7SL819P		chr17	44718861	44719130	-
HGNC:189	ENSG00000073670.14	ADAM11	ENST00000200557.11	chr17	44758988	44781846	+
HGNC:4280	ENSG00000182963.11	GJC1	ENST00000592524.6	chr17	44798448	44830816	-
HGNC:24318	ENSG00000131097.7	HIGD1B	ENST00000253410.3	chr17	44846353	44850476	+
HGNC:30858	ENSG00000108883.13	EFTUD2	ENST00000426333.7	chr17	44849948	44899445	-
HGNC:46421	ENSG00000264540.2	RN7SL405P		chr17	44883986	44884274	+
HGNC:32700	ENSG00000167131.17	CCDC103	ENST00000417826.3	chr17	44899142	44905390	+
HGNC:35153	ENSG00000214447.5	FAM187A	ENST00000331733.4	chr17	44899774	44905390	+
HGNC:4235	ENSG00000131095.14	GFAP	ENST00000588735.3	chr17	44903159	44916937	-
HGNC:27102	ENSG00000186185.14	KIF18B	ENST00000593135.6	chr17	44924709	44947773	-
HGNC:50159	ENSG00000278223.1	MIR6783		chr17	44934618	44934681	-
HGNC:55300	ENSG00000267334.1	KIF18B-DT		chr17	44947912	44948939	+
HGNC:7857	ENSG00000136448.13	NMT1	ENST00000258960.7	chr17	44957992	45109016	+
HGNC:24182	ENSG00000131094.4	C1QL1	ENST00000253407.4	chr17	44959693	44968303	-
HGNC:26238	ENSG00000172992.13	DCAKD	ENST00000651974.1	chr17	45023338	45061131	-
HGNC:9061	ENSG00000161714.12	PLCD3	ENST00000619929.5	chr17	45108959	45133354	-
HGNC:49988	ENSG00000277249.1	MIR6784		chr17	45114367	45114433	-
HGNC:23337	ENSG00000181513.15	ACBD4	ENST00000321854.13	chr17	45132600	45144181	+
HGNC:24953	ENSG00000186834.4	HEXIM1	ENST00000332499.4	chr17	45148475	45152099	+
HGNC:28591	ENSG00000168517.11	HEXIM2	ENST00000589230.6	chr17	45160700	45170040	+
HGNC:55311	ENSG00000267121.6	FMNL1-DT		chr17	45190931	45222222	-
HGNC:1212	ENSG00000184922.15	FMNL1	ENST00000331495.8	chr17	45221444	45247319	+
HGNC:55140	ENSG00000233483.3	EFCAB15P		chr17	45245186	45251129	-
HGNC:44359	ENSG00000267278.6	MAP3K14-AS1		chr17	45247916	45269824	+
HGNC:26349	ENSG00000184361.13	SPATA32	ENST00000331780.5	chr17	45254393	45262094	-
HGNC:6853	ENSG00000006062.18	MAP3K14	ENST00000344686.8	chr17	45263119	45317029	-
HGNC:43343	ENSG00000199953.1	RNA5SP443		chr17	45327366	45327497	-
HGNC:31813	ENSG00000159314.12	ARHGAP27	ENST00000685559.1	chr17	45393902	45434421	-
HGNC:29017	ENSG00000225190.11	PLEKHM1	ENST00000430334.8	chr17	45435900	45490749	-
HGNC:38342	ENSG00000284055.1	MIR4315-1		chr17	45475363	45475435	-
HGNC:25479	ENSG00000214425.9	LRRC37A4P		chr17	45506741	45584705	-
HGNC:53917	ENSG00000266504.1	RDM1P1		chr17	45553710	45559070	-
HGNC:31444	ENSG00000264070.1	DND1P1		chr17	45585871	45586929	+
HGNC:52402	ENSG00000263503.1	MAPK8IP1P2		chr17	45600869	45602340	-
HGNC:31329	ENSG00000204652.6	RPS26P8		chr17	45608571	45608918	+
HGNC:26327	ENSG00000204650.14	LINC02210		chr17	45620328	45655156	+
HGNC:51483	ENSG00000263715.7	LINC02210-CRHR1	ENST00000634540.1	chr17	45620344	45835826	+
HGNC:2357	ENSG00000120088.15	CRHR1	ENST00000314537.10	chr17	45784280	45835828	+
HGNC:43738	ENSG00000264589.5	MAPT-AS1		chr17	45799390	45895680	-
HGNC:28902	ENSG00000185294.7	SPPL2C	ENST00000329196.7	chr17	45844881	45847067	+
