symbol	entrezgene	ensembl_gene_id	mechanism_of_inheritance	syndrome_cui	condition_cui	source	phenotypes	mechanism_of_disease	oncogene	tumor_suppressor	n_trunc_path	n_nontrunc_path	n_nontrunc_benign	benign_missense_rate	path_truncation_rate	confidence_level	id	panel_url	panel_version	panel_name	genename
RPS27A	6233	ENSG00000143947	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein S27a
RPS28	6234	ENSG00000233927	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein S28
RPS29	6235	ENSG00000213741	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein S29
RPS7	6201	ENSG00000171863	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein S7
RRAS2	22800	ENSG00000133818	NA	NA	NA	PANEL_APP	"Familial breast and or ovarian cancer, Familial ovarian cancer;R207"	NA	FALSE	FALSE	0	2	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	RAS related 2
RTEL1	51750	ENSG00000258366	AD/AR	NA	NA	PANEL_APP	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Haemonc;Haematological malignancies pertinent cancer susceptibility; R347, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359"	NA	FALSE	FALSE	10	2	7	NA	0.83	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	regulator of telomere elongation helicase 1
RUNX1	861	ENSG00000159216	AD	NA	C1832388	NCGC&PANEL_APP&TCGA_PANCAN_2018	Haemonc;Haematological malignancies pertinent cancer susceptibility; R347; Myeloid Hematological Malignancy (Leukemia); NA	LoF	TRUE	TRUE	29	16	15	0.48	0.64	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	RUNX family transcription factor 1
SAMD9	54809	ENSG00000205413	AD/AR	NA	NA	PANEL_APP	"R347, R230"	NA	FALSE	FALSE	0	1	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	sterile alpha motif domain containing 9
SAMD9L	219285	ENSG00000177409	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	sterile alpha motif domain containing 9 like
SASH1	23328	ENSG00000111961	AD/AR	NA	NA	PANEL_APP	R230	NA	FALSE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SAM and SH3 domain containing 1
SBDS	51119	ENSG00000126524	AR	C0272170	NA	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"AML, MDS; Haemonc;Haematological malignancies pertinent cancer susceptibility, ; Myeloid Hematological Malignancy; Schwachman-Diamond syndrome"	LoF	FALSE	FALSE	4	1	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SBDS ribosome maturation factor
SCG5	6447	ENSG00000166922	NA	NA	NA	NCGC		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	secretogranin V
SDHA	6389	ENSG00000073578	AD/AR	C3279992	NA	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, R363, Neuro-endocrine Tumours- PCC and PGL, phaeochromocytoma;paraganglioma;carcinoid;Neuroendocrine, Sarcoma;Sarcoma pertinent cancer susceptibility, ; paraganglioma; Paraganglioma, Pheochromocytoma, Gastrointestinal Stromal Tumor (Gist); Carney-Stratakis syndrome"	LoF	FALSE	FALSE	25	7	8	0.53	0.78	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	succinate dehydrogenase complex flavoprotein subunit A
SDHAF2	54949	ENSG00000167985	AD/AR	C1708353	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Neuro-endocrine Tumours- PCC and PGL, Multiple endocrine tumours;Multiple endocrine neoplasia type 1;Endocrine neoplasia, phaeochromocytoma;paraganglioma;carcinoid;Neuroendocrine; paraganglioma; Paraganglioma, Pheochromocytoma; Familial paraganglioma-pheochromocytoma syndrome"	LoF	FALSE	FALSE	3	1	4	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	succinate dehydrogenase complex assembly factor 2
SDHB	6390	ENSG00000117118	AD/AR	C1708353&C1847319&C1708353	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes; R363, R224, Neuro-endocrine Tumours- PCC and PGL, Multiple endocrine tumours;Multiple endocrine neoplasia type 1;Endocrine neoplasia, phaeochromocytoma;paraganglioma;carcinoid;Neuroendocrine, Renal, Sarcoma;Sarcoma pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; paraganglioma, pheochromocytoma; Paraganglioma, Pheochromocytoma, Renal Cell Cancer; Familial paraganglioma-pheochromocytoma syndrome"	LoF	FALSE	TRUE	23	26	5	0.16	0.47	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	succinate dehydrogenase complex iron sulfur subunit B
SDHC	6391	ENSG00000143252	AD/AR	C1708353&C1847319&C1708353	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, R363, R224, Neuro-endocrine Tumours- PCC and PGL, Multiple endocrine tumours;Multiple endocrine neoplasia type 1;Endocrine neoplasia, phaeochromocytoma;paraganglioma;carcinoid;Neuroendocrine, Sarcoma;Sarcoma pertinent cancer susceptibility, ; paraganglioma, pheochromocytoma; Paraganglioma, Pheochromocytoma, Gastrointestinal Stromal Tumor (Gist); Familial paraganglioma-pheochromocytoma syndrome"	LoF	FALSE	TRUE	10	3	4	NA	0.77	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	succinate dehydrogenase complex subunit C
SDHD	6392	ENSG00000204370	AD/AR	C1708353&C1847319&C1708353	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes; R363, R224, Neuro-endocrine Tumours- PCC and PGL, Multiple endocrine tumours;Multiple endocrine neoplasia type 1;Endocrine neoplasia, phaeochromocytoma;paraganglioma;carcinoid;Neuroendocrine, Sarcoma;Sarcoma pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; paraganglioma, pheochromocytoma; Paraganglioma, Pheochromocytoma, Gastrointestinal Stromal Tumor (Gist); Familial paraganglioma-pheochromocytoma syndrome"	LoF	FALSE	FALSE	22	10	3	0.23	0.69	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	succinate dehydrogenase complex subunit D
SEC23B	10483	ENSG00000101310	AD	NA	NA	PANEL_APP		NA	FALSE	FALSE	2	3	6	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"SEC23 homolog B, COPII coat complex component"
SEMA4A	64218	ENSG00000196189	NA	NA	NA	OTHER		NA	FALSE	FALSE	0	0	5	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	semaphorin 4A
SERPINA1	5265	ENSG00000197249	AR	C0221757	NA	OTHER&TCGA_PANCAN_2018	Hepatocellular Carcinoma; Alpha1 antitrypsin defiency	LoF	FALSE	FALSE	7	5	4	NA	0.58	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	serpin family A member 1
SETBP1	26040	ENSG00000152217	AD	C0265227	NA	CGC_94&TCGA_PANCAN_2018	neuroepithelial tumours; Neuroepithelial Tumours; Schinzel-Giedion syndrome	NA	TRUE	FALSE	3	2	6	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SET binding protein 1
SETMAR	6419	ENSG00000170364	NA	NA	NA	OTHER		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SET domain and mariner transposase fusion gene
SFTPA1	653509	ENSG00000122852	NA	NA	NA	OTHER		NA	FALSE	FALSE	0	0	4	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	surfactant protein A1
SFTPA2	729238	ENSG00000185303	NA	NA	NA	OTHER		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	surfactant protein A2
SH2B3	10019	ENSG00000111252	AR	NA	NA	PANEL_APP&TCGA_PANCAN_2018	"Childhood;Childhood solid tumours pertinent cancer susceptibility, Haemonc;Haematological malignancies pertinent cancer susceptibility, ; NA"	NA	FALSE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SH2B adaptor protein 3
SH2D1A	4068	ENSG00000183918	NA	C1868674	NA	PANEL_APP&TCGA_PANCAN_2018	"Haemonc;Haematological malignancies pertinent cancer susceptibility, ; Lymphoma; Lymphoproliferative disease"	LoF	FALSE	FALSE	1	1	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SH2 domain containing 1A
SHOC2	8036	ENSG00000108061	AD	C1843181	NA	PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; RASopathy (Noonan-like syndrome with loose anagen hair)"	NA	FALSE	FALSE	0	1	5	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SHOC2 leucine rich repeat scaffold protein
SIX1	6495	ENSG00000126778	NA	NA	NA	OTHER		NA	TRUE	FALSE	0	1	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SIX homeobox 1
SLC25A13	10165	ENSG00000004864	AR	NA	NA	TCGA_PANCAN_2018	Hepatocellular Carcinoma; Citrullinaemia	LoF	FALSE	FALSE	11	0	0	NA	1	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	solute carrier family 25 member 13
SLC26A3	1811	ENSG00000091138	NA	NA	NA	PANEL_APP	GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis)	NA	FALSE	FALSE	1	1	9	0.9	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	solute carrier family 26 member 3
SLC5A5	6528	ENSG00000105641	AR	NA	NA	PANEL_APP		NA	FALSE	FALSE	1	0	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	solute carrier family 5 member 5
SLX4	84464	ENSG00000188827	AR	NA	NA	NCGC&PANEL_APP	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility, Haemonc;Haematological malignancies pertinent cancer susceptibility; Nasopharyngeal;Oral Oropharyngeal;Sinonasal, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359"	LoF	FALSE	FALSE	1	0	32	1	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SLX4 structure-specific endonuclease subunit
SMAD4	4089	ENSG00000141646	AD/AR	C0345893&C0039445	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Childhood;Childhood solid tumours pertinent cancer susceptibility, Colorectal, GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis), R211;R209, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; Colorectal Cancer; Juvenile polyposis syndrome; gastrointestinal polyp"	LoF	FALSE	TRUE	25	5	0	NA	0.83	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SMAD family member 4
SMAD9	4093	ENSG00000120693	AD	NA	NA	PANEL_APP	GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis)	NA	FALSE	FALSE	0	0	2	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SMAD family member 9
SMARCA2	6595	ENSG00000080503	AR	NA	NA	OTHER		NA	FALSE	FALSE	0	4	10	0.71	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
SMARCA4	6597	ENSG00000127616	AD/AR	C2750074	NA	NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Childhood;Childhood solid tumours pertinent cancer susceptibility, R358; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; Rhabdoid Tumor; Rhabdoid predisposition syndrome"	LoF	FALSE	TRUE	7	2	7	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
SMARCB1	6598	ENSG00000099956	AD/AR	C1836327	NA	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Childhood;Childhood solid tumours pertinent cancer susceptibility, Familial tumour syndromes of the central & peripheral nervous system;Familial tumour syndromes of the central and peripheral nervous system, R358; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; malignant rhabdoid; Rhabdoid Tumor (Renal, Extra-Renal), Central Primitive Neuroectodermal Tumor; Rhabdoid predisposition syndrome"	LoF	FALSE	TRUE	0	4	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
SMARCE1	6605	ENSG00000073584	AD/AR	NA	C1333989	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	Familial tumour syndromes of the central & peripheral nervous system;Familial tumour syndromes of the central and peripheral nervous system; Mengingioma; NA; meningioma	LoF	FALSE	FALSE	3	0	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
SMO	6608	ENSG00000128602	NA	NA	NA	OTHER		NA	TRUE	FALSE	0	0	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"smoothened, frizzled class receptor"
SOCS1	8651	ENSG00000185338	NA	NA	NA	OTHER		NA	FALSE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	suppressor of cytokine signaling 1
SOS1	6654	ENSG00000115904	AD	C0028326	NA	PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; Rhabdomyosarcoma; Noonan syndrome"	GoF	FALSE	FALSE	0	31	22	0.42	0	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SOS Ras/Rac guanine nucleotide exchange factor 1
SOS2	6655	ENSG00000100485	AD	NA	NA	PANEL_APP	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359"	NA	FALSE	FALSE	0	5	11	0.69	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SOS Ras/Rho guanine nucleotide exchange factor 2
SPINK1	6690	ENSG00000164266	NA	NA	NA	NCGC		NA	FALSE	FALSE	1	0	4	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	serine peptidase inhibitor Kazal type 1
SPOP	8405	ENSG00000121067	AR	NA	NA	CGC_94&PANEL_APP	prostate cancer	NA	FALSE	TRUE	0	1	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	speckle type BTB/POZ protein
SPRED1	161742	ENSG00000166068	AD	NA	NA	NCGC&PANEL_APP	Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359	NA	FALSE	TRUE	10	0	4	NA	1	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	sprouty related EVH1 domain containing 1
SPRTN	83932	ENSG00000010072	AR	NA	C4015461	TCGA_PANCAN_2018	Hepatocellular Carcinoma	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SprT-like N-terminal domain
SQSTM1	8878	ENSG00000161011	AD	NA	NA	PANEL_APP	"Childhood;Childhood solid tumours pertinent cancer susceptibility, Sarcoma;Sarcoma pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359"	NA	TRUE	FALSE	1	0	6	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	sequestosome 1
SRC	6714	ENSG00000197122	NA	NA	NA	PANEL_APP	GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis)	NA	TRUE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"SRC proto-oncogene, non-receptor tyrosine kinase"
SRGAP1	57522	ENSG00000196935	AD	NA	NA	PANEL_APP		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SLIT-ROBO Rho GTPase activating protein 1
SRP72	6731	ENSG00000174780	AD	NA	NA	PANEL_APP	R347	NA	FALSE	FALSE	0	0	4	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	signal recognition particle 72
SRRM2	23524	ENSG00000167978	AD	NA	NA	PANEL_APP		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	serine/arginine repetitive matrix 2
SRY	6736	ENSG00000184895	NA	NA	C0206661	TCGA_PANCAN_2018	Gonadoblastoma	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	sex determining region Y
STAT3	6774	ENSG00000168610	AD	C2936739	NA	CGC_94&PANEL_APP&TCGA_PANCAN_2018	"Haemonc;Haematological malignancies pertinent cancer susceptibility, ; Lymphoma; Hyper-immunoglobulin E syndrome; paediatric large granular lymphocytic leukaemia"	LoF	TRUE	TRUE	0	12	1	0.08	0	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	signal transducer and activator of transcription 3
STK11	6794	ENSG00000118046	AD/AR	C0031269	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Childhood;Childhood solid tumours pertinent cancer susceptibility, Colorectal, Familial breast and or ovarian cancer, GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis), Familial ovarian cancer;R207, R367, R211;R209, R230, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; Colorectal Cancer, Gastric Cancer, Breast Cancer, Sex Cord-Stromal Tumor; Peutz-Jeghers syndrome; jejunal hamartoma, ovarian, testicular, pancreatic"	LoF	FALSE	TRUE	22	6	1	NA	0.79	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	serine/threonine kinase 11
STN1	79991	ENSG00000107960	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	STN1 subunit of CST complex
STX11	8676	ENSG00000135604	AR	NA	NA	PANEL_APP	Haemonc;Haematological malignancies pertinent cancer susceptibility	NA	FALSE	FALSE	0	1	4	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	syntaxin 11
STXBP2	6813	ENSG00000076944	AR	NA	NA	PANEL_APP	Haemonc;Haematological malignancies pertinent cancer susceptibility	NA	FALSE	FALSE	1	1	7	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	syntaxin binding protein 2
SUFU	51684	ENSG00000107882	AD/AR	NA	C1333989&C0025149	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Childhood;Childhood solid tumours pertinent cancer susceptibility, Familial tumour syndromes of the central & peripheral nervous system;Familial tumour syndromes of the central and peripheral nervous system; R230, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; medulloblastoma; Medulloblastoma, Meningioma; NA"	LoF	FALSE	TRUE	3	0	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	SUFU negative regulator of hedgehog signaling
SYK	6850	ENSG00000165025	NA	NA	NA	OTHER		NA	FALSE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	spleen associated tyrosine kinase
TBXT	6862	ENSG00000164458	AD	NA	NA	PANEL_APP	Sarcoma;Sarcoma pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	T-box transcription factor T
TCF7L2	6934	ENSG00000148737	NA	NA	NA	OTHER		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	transcription factor 7 like 2
